,Location,Company_Revenue,python,sql,machine learning,r,hadoop
1430,OH,$5B to $10B (USD),1,0,1,1,1
1431,AR,More than $10B (USD),1,1,0,1,1
1432,CO,None Listed,1,1,1,0,1
1433,MA,None Listed,1,1,1,0,0
1434,MD,More than $10B (USD),1,0,1,1,0
1435,WA,More than $10B (USD),1,1,1,1,1
1436,CA,None Listed,1,0,1,0,0
1437,NY,More than $10B (USD),1,1,1,1,1
1438,MI,None Listed,1,1,1,1,0
1439,CA,None Listed,0,1,1,1,1
1440,NJ,None Listed,0,1,0,1,0
1441,PA,None Listed,1,0,1,0,0
1442,GA,More than $10B (USD),0,1,1,1,0
1443,MD,$5B to $10B (USD),1,0,0,1,1
1444,MA,None Listed,1,1,1,1,0
1445,CA,None Listed,1,1,0,1,0
1446,DE,More than $10B (USD),0,1,1,0,1
1447,USA,None Listed,0,0,0,0,0
1448,DC,None Listed,1,0,1,1,0
1449,USA,None Listed,1,1,1,1,1
1450,AR,More than $10B (USD),1,1,0,1,1
1451,CA,None Listed,1,1,0,0,1
1452,WA,More than $10B (USD),0,0,1,0,0
1453,CA,More than $10B (USD),1,0,1,0,0
1454,OR,More than $10B (USD),1,1,0,1,1
1455,VA,None Listed,1,0,1,0,0
1456,NJ,More than $10B (USD),1,0,1,1,0
1457,CA,More than $10B (USD),1,0,1,0,0
1458,CA,More than $10B (USD),0,0,1,1,1
1459,AL,$5B to $10B (USD),1,0,1,1,1
1460,CA,More than $10B (USD),0,0,0,1,1
1461,CA,None Listed,0,1,0,1,0
1462,CA,None Listed,1,1,0,0,0
1463,OH,None Listed,1,1,1,1,1
1464,MA,More than $10B (USD),1,0,1,0,1
1465,VA,$5B to $10B (USD),0,1,0,0,0
1466,AR,More than $10B (USD),0,0,1,1,1
1467,WA,None Listed,1,1,1,1,0
1468,CA,Less than $1B (USD),1,1,1,1,1
1469,NY,None Listed,1,1,0,1,0
1470,IL,More than $10B (USD),1,0,0,1,0
1471,CA,None Listed,1,1,1,0,0
1472,TN,More than $10B (USD),1,0,1,0,1
1473,MA,None Listed,1,0,1,1,1
1474,NY,None Listed,1,1,1,1,1
1475,WA,More than $10B (USD),1,1,0,1,1
1476,NY,None Listed,1,1,0,1,0
1477,CA,$1B to $5B (USD),0,1,0,0,0
1478,WA,None Listed,1,0,0,0,0
1479,NY,None Listed,1,1,1,1,1
1480,MN,None Listed,1,1,1,0,1
1481,MA,None Listed,1,1,1,1,0
1482,OR,More than $10B (USD),1,1,0,1,1
1483,CA,More than $10B (USD),1,1,1,0,1
1484,WA,None Listed,0,0,0,0,0
1485,MA,None Listed,1,0,1,0,1
1486,NC,More than $10B (USD),1,1,1,1,1
1487,TX,More than $10B (USD),1,0,1,1,0
1488,USA,More than $10B (USD),1,1,1,1,0
1489,CA,$1B to $5B (USD),0,0,0,0,0
1490,KY,More than $10B (USD),1,0,1,1,0
1491,CA,None Listed,1,0,1,1,0
1492,WA,Less than $1B (USD),1,1,1,1,0
1493,DC,None Listed,0,0,0,0,0
1494,TX,None Listed,1,0,1,1,0
1495,TX,More than $10B (USD),1,0,1,1,1
1496,NJ,None Listed,1,0,0,0,0
1497,CA,More than $10B (USD),1,1,1,1,0
1498,MA,More than $10B (USD),1,1,1,1,1
1499,DC,More than $10B (USD),0,0,1,0,0
1500,WI,$5B to $10B (USD),1,0,1,0,0
1501,MA,None Listed,0,0,0,0,0
1502,NJ,More than $10B (USD),1,0,1,1,1
1503,NJ,More than $10B (USD),1,0,1,1,1
1504,NJ,More than $10B (USD),1,0,1,1,1
1505,NC,More than $10B (USD),1,1,1,1,1
1506,IL,None Listed,0,0,1,1,0
1507,MA,None Listed,1,1,1,0,0
1508,CA,More than $10B (USD),1,0,0,0,0
1509,SC,More than $10B (USD),1,0,1,1,1
1510,DE,More than $10B (USD),1,1,0,1,1
1511,OR,More than $10B (USD),0,0,1,0,0
1512,WA,More than $10B (USD),1,1,1,1,0
1513,NY,None Listed,1,0,0,1,0
1514,VA,None Listed,0,0,0,0,0
1515,MA,Less than $1B (USD),1,0,1,1,0
1516,IL,None Listed,1,0,1,1,0
1517,IL,None Listed,0,0,0,0,0
1518,KY,More than $10B (USD),0,0,1,0,0
1519,NY,None Listed,1,0,1,0,0
1520,DC,None Listed,1,1,1,1,0
1521,MD,$5B to $10B (USD),1,0,1,1,1
1522,DC,$5B to $10B (USD),1,0,1,1,0
1523,CA,None Listed,1,1,1,0,0
1524,MN,More than $10B (USD),1,1,1,1,1
1525,VA,None Listed,1,1,1,1,1
1526,CA,None Listed,1,1,1,1,0
1527,IL,None Listed,1,0,1,1,1
1528,NC,None Listed,1,0,1,1,0
1529,NC,None Listed,1,0,1,1,0
1530,CA,More than $10B (USD),1,1,0,1,0
1531,GA,None Listed,0,1,1,1,1
1532,MA,None Listed,1,1,0,1,0
1533,TX,None Listed,1,0,1,1,0
1534,VA,None Listed,1,1,1,1,0
1535,CA,More than $10B (USD),1,0,1,1,0
1536,IL,Less than $1B (USD),1,1,1,1,0
1537,GA,More than $10B (USD),1,1,1,1,1
1538,MD,None Listed,1,0,1,1,0
1539,VA,None Listed,0,0,0,1,0
1540,NY,None Listed,1,1,0,1,0
1541,MA,$1B to $5B (USD),1,1,1,1,1
1542,MA,More than $10B (USD),1,1,1,1,1
1543,IN,Less than $1B (USD),1,1,1,1,0
1544,IL,None Listed,1,1,1,1,0
1545,CA,None Listed,0,0,0,0,1
1546,GA,$5B to $10B (USD),1,0,1,0,1
1547,USA,None Listed,0,1,1,1,1
1548,CA,$5B to $10B (USD),1,0,1,1,1
1549,MD,$5B to $10B (USD),1,0,1,1,1
1550,IL,$1B to $5B (USD),0,0,1,0,1
1551,WA,None Listed,1,1,1,1,1
1552,MD,$5B to $10B (USD),1,0,1,1,1
1553,MD,$5B to $10B (USD),1,0,1,1,1
1554,MD,$5B to $10B (USD),1,0,1,1,1
1555,MD,$5B to $10B (USD),1,0,1,1,1
1556,MD,$5B to $10B (USD),1,0,1,1,1
1557,MA,$1B to $5B (USD),1,0,1,1,1
1558,CA,None Listed,0,0,0,0,0
1559,MD,More than $10B (USD),1,0,1,1,1
1560,PA,None Listed,0,0,1,0,0
1561,IL,None Listed,0,0,1,0,0
1562,CO,None Listed,1,1,1,1,0
1563,NC,None Listed,1,1,1,1,0
1564,VA,$1B to $5B (USD),1,0,1,1,0
1565,CA,More than $10B (USD),1,1,1,1,0
1566,CA,None Listed,0,0,0,0,0
1567,MA,None Listed,1,1,1,1,0
1568,NC,More than $10B (USD),1,1,1,1,0
1569,MA,None Listed,1,0,0,1,0
1570,IL,None Listed,1,1,1,1,1
1571,VA,$5B to $10B (USD),0,0,1,1,1
1572,IL,None Listed,1,1,1,0,1
1573,CA,More than $10B (USD),1,1,0,1,0
1574,DC,None Listed,0,0,0,0,0
1575,IL,Less than $1B (USD),1,0,1,0,0
1576,WA,More than $10B (USD),1,1,1,1,1
1577,MA,More than $10B (USD),0,0,1,0,0
1578,CA,None Listed,1,1,1,1,0
1579,NY,None Listed,1,0,1,0,1
1580,NJ,More than $10B (USD),1,1,1,1,1
1581,NJ,More than $10B (USD),1,1,1,1,1
1582,VA,None Listed,0,0,0,0,0
1583,TX,More than $10B (USD),1,1,1,1,1
1584,CA,More than $10B (USD),1,1,1,0,1
1585,CA,None Listed,0,0,0,0,0
1586,WA,Less than $1B (USD),1,1,0,1,0
1587,MO,None Listed,1,1,1,1,1
1588,MO,More than $10B (USD),1,0,0,1,0
1589,CA,$1B to $5B (USD),1,0,1,1,1
1590,MD,None Listed,0,1,0,0,0
1591,NY,None Listed,1,0,1,1,0
1592,NY,None Listed,1,1,1,1,0
1593,IA,More than $10B (USD),1,0,1,1,0
1594,WI,None Listed,1,1,1,1,0
1595,CA,None Listed,1,1,1,1,0
1596,DC,$5B to $10B (USD),1,0,1,1,0
1597,IL,None Listed,1,1,1,1,0
1598,MD,None Listed,1,0,1,0,0
1599,NY,More than $10B (USD),1,1,1,1,0
1600,RI,None Listed,0,0,1,1,0
1601,CA,$5B to $10B (USD),1,0,1,1,1
1602,PA,None Listed,1,1,1,0,0
1603,OH,None Listed,1,1,1,1,0
1604,OH,None Listed,1,1,1,1,0
1605,PA,None Listed,0,0,1,0,0
1606,VA,None Listed,1,0,0,1,0
1607,CA,$1B to $5B (USD),1,1,0,1,0
1608,MA,More than $10B (USD),1,1,1,1,1
1609,CA,None Listed,1,0,1,1,0
1610,NY,$1B to $5B (USD),1,0,1,1,0
1611,VA,None Listed,1,1,1,1,1
1612,MO,None Listed,0,0,1,0,0
1613,VA,$5B to $10B (USD),1,0,1,1,1
1614,CA,More than $10B (USD),0,0,1,0,0
1615,TX,More than $10B (USD),1,0,1,1,0
1616,NC,More than $10B (USD),1,1,0,0,1
1617,MA,More than $10B (USD),1,1,1,1,0
1618,WA,None Listed,1,1,1,1,0
1619,TX,More than $10B (USD),1,0,1,0,0
1620,WA,None Listed,1,1,1,1,0
1621,TX,$1B to $5B (USD),1,0,1,0,1
1622,VA,None Listed,0,0,0,0,0
1623,IN,None Listed,0,1,1,1,1
1624,VA,$1B to $5B (USD),1,0,1,1,0
1625,OH,More than $10B (USD),1,1,1,1,1
1626,WA,None Listed,1,1,1,1,0
1627,CA,None Listed,1,1,0,0,0
1628,CT,More than $10B (USD),0,0,1,0,0
1629,TX,None Listed,1,0,1,1,1
1630,GA,More than $10B (USD),1,1,1,1,1
1631,NY,None Listed,1,1,1,1,0
1632,CO,None Listed,1,0,1,1,1
1633,WA,More than $10B (USD),1,0,1,1,1
1634,SC,Less than $1B (USD),1,1,1,1,0
1635,MD,None Listed,1,0,1,0,0
1636,VA,$5B to $10B (USD),0,0,1,0,0
1637,VA,$5B to $10B (USD),0,0,1,0,0
1638,WA,None Listed,0,0,0,0,1
1639,CA,Less than $1B (USD),1,1,1,0,0
1640,IL,$1B to $5B (USD),1,1,1,0,1
1641,MA,None Listed,1,0,1,1,0
1642,MA,None Listed,1,1,0,0,0
1643,GA,None Listed,0,1,0,1,0
1644,CA,$1B to $5B (USD),0,1,0,0,1
1645,NY,None Listed,0,1,1,1,1
1646,USA,More than $10B (USD),0,1,1,1,1
1647,MA,More than $10B (USD),1,1,1,1,1
1648,DC,None Listed,0,0,0,0,0
1649,DC,$5B to $10B (USD),1,1,1,1,1
1650,CA,None Listed,0,0,0,0,0
1651,VA,$5B to $10B (USD),1,0,1,1,1
1652,IN,None Listed,0,0,0,0,0
1653,NJ,None Listed,0,0,0,1,0
1654,CA,None Listed,1,0,1,1,0
1655,TX,More than $10B (USD),1,1,1,1,1
1656,MD,None Listed,1,0,1,1,0
1657,PA,None Listed,1,0,1,1,0
1658,CA,$1B to $5B (USD),1,1,0,1,0
1659,MI,None Listed,1,1,1,1,0
1660,MD,None Listed,1,0,1,0,0
1661,CA,More than $10B (USD),1,1,1,0,1
1662,IL,More than $10B (USD),0,0,1,0,0
1663,CA,None Listed,0,0,0,0,0
1664,NY,None Listed,1,0,1,1,1
1665,NY,More than $10B (USD),1,0,1,1,1
1666,IL,More than $10B (USD),1,0,1,1,1
1667,VA,None Listed,0,1,0,0,1
1668,DC,$5B to $10B (USD),1,0,1,1,0
1669,PA,More than $10B (USD),0,0,1,0,0
1670,CA,None Listed,0,0,1,0,0
1671,VA,None Listed,1,1,1,1,1
1672,NC,$5B to $10B (USD),1,0,1,1,1
1673,VA,Less than $1B (USD),0,0,1,0,0
1674,VA,None Listed,1,0,1,0,0
1675,NY,$1B to $5B (USD),1,1,0,1,0
1676,CA,None Listed,1,0,1,1,0
1677,VA,$5B to $10B (USD),1,0,1,1,1
1678,NY,$1B to $5B (USD),0,0,0,0,0
1679,DC,None Listed,1,0,1,1,0
1680,IL,More than $10B (USD),0,0,0,0,0
1681,CA,None Listed,1,1,1,1,0
1682,NY,None Listed,1,1,0,1,0
1683,AR,None Listed,1,1,1,0,1
1684,MD,$5B to $10B (USD),0,0,0,0,0
1685,MD,$5B to $10B (USD),0,0,0,0,0
1686,MD,$5B to $10B (USD),0,0,0,0,0
1687,IL,More than $10B (USD),0,0,1,0,0
1688,TX,None Listed,1,1,1,1,0
1689,VA,None Listed,1,1,1,1,0
1690,VA,$5B to $10B (USD),1,0,1,1,1
1691,TX,None Listed,1,0,1,1,1
1692,UT,None Listed,1,0,1,1,1
1693,VA,None Listed,1,1,1,1,0
1694,PA,None Listed,1,0,1,1,0
1695,CA,More than $10B (USD),1,1,1,0,1
1696,CT,More than $10B (USD),1,1,1,1,1
1697,FL,More than $10B (USD),1,0,1,1,1
1698,MA,None Listed,1,1,0,1,1
1699,CA,None Listed,1,1,0,1,1
1700,MN,$1B to $5B (USD),1,1,0,1,0
1701,VA,None Listed,1,0,0,1,0
1702,MA,More than $10B (USD),1,0,1,1,0
1703,AZ,$5B to $10B (USD),1,1,1,1,1
1704,NY,More than $10B (USD),1,0,1,0,0
1705,TX,More than $10B (USD),1,0,1,1,1
1706,WA,None Listed,1,0,1,1,0
1707,GA,$5B to $10B (USD),1,1,1,1,0
1708,NY,More than $10B (USD),1,1,1,1,0
1709,MA,None Listed,1,1,1,1,1
1710,CA,$5B to $10B (USD),1,0,1,1,1
1711,AZ,None Listed,0,0,1,0,0
1712,TX,None Listed,1,1,1,1,0
1713,IL,None Listed,0,1,1,1,1
1714,IA,More than $10B (USD),1,0,1,0,0
1715,VA,None Listed,0,0,0,1,0
1716,VA,None Listed,1,0,0,1,0
1717,IL,None Listed,1,1,0,0,1
1718,CA,None Listed,1,1,0,0,0
1719,VA,$1B to $5B (USD),0,0,1,0,1
1720,TX,None Listed,1,1,1,1,0
1721,NY,More than $10B (USD),1,1,0,1,1
1722,NY,None Listed,0,0,1,0,0
1723,AZ,Less than $1B (USD),0,0,1,0,0
1724,NJ,More than $10B (USD),1,1,1,1,0
1725,PA,None Listed,0,1,1,1,1
1726,IL,None Listed,1,1,1,1,1
1727,WA,None Listed,1,0,0,1,1
1728,MI,None Listed,1,1,1,1,1
1729,OH,None Listed,1,0,0,0,0
1730,CA,None Listed,1,0,1,0,0
1731,DC,None Listed,0,0,0,0,0
1732,CA,More than $10B (USD),1,1,1,1,1
1733,CA,None Listed,0,0,1,0,0
1734,MI,None Listed,1,0,0,1,1
1735,MA,$1B to $5B (USD),1,1,1,1,1
1736,NC,None Listed,1,0,1,1,0
1737,DC,More than $10B (USD),1,1,1,1,1
1738,CA,None Listed,1,0,1,0,0
1739,DC,None Listed,1,1,0,1,1
1740,CA,None Listed,1,1,1,1,1
1741,CA,None Listed,1,1,0,1,1
1742,CA,None Listed,1,0,1,0,0
1743,CA,$1B to $5B (USD),0,1,0,0,1
1744,VA,None Listed,1,1,1,1,1
1745,VA,None Listed,1,1,1,1,1
1746,VA,None Listed,1,1,1,1,1
1747,WA,None Listed,1,0,0,0,0
1748,CA,More than $10B (USD),1,0,1,0,0
1749,CA,None Listed,0,0,1,0,0
1750,NY,None Listed,0,0,1,0,0
1751,PA,None Listed,1,0,1,1,0
1752,NY,None Listed,1,1,1,1,0
1753,IL,More than $10B (USD),1,1,1,1,0
1754,TX,None Listed,1,0,1,1,1
1755,NY,None Listed,0,0,0,1,1
1756,CA,Less than $1B (USD),1,0,1,1,1
1757,CA,None Listed,1,0,1,0,0
1758,IL,None Listed,0,1,1,1,1
1759,VA,$1B to $5B (USD),0,0,1,0,1
1760,CA,More than $10B (USD),1,0,1,0,1
1761,WA,None Listed,1,1,0,0,0
1762,WA,None Listed,1,1,1,1,1
1763,CA,More than $10B (USD),1,1,1,1,0
1764,CO,None Listed,0,0,0,0,0
1765,CA,None Listed,0,0,0,0,0
1766,CA,None Listed,1,1,0,1,0
1767,NY,None Listed,1,0,1,0,0
1768,CA,None Listed,1,1,1,1,1
1769,CA,None Listed,1,1,1,1,1
1770,CA,None Listed,1,0,1,1,0
1771,CA,$5B to $10B (USD),1,1,0,0,1
1772,CA,None Listed,1,0,1,0,0
1773,CA,None Listed,1,1,0,1,0
1774,CA,None Listed,1,0,1,0,1
1775,CA,$1B to $5B (USD),1,0,0,0,0
1776,CA,Less than $1B (USD),1,1,0,1,0
1777,CT,None Listed,1,1,0,1,0
1778,MO,More than $10B (USD),0,0,1,0,0
1779,CA,More than $10B (USD),1,0,1,0,0
1780,NY,None Listed,1,1,1,1,1
1781,USA,None Listed,1,0,1,1,0
1782,CA,None Listed,1,0,1,1,0
1783,NY,None Listed,0,1,1,0,1
1784,CA,None Listed,1,1,1,0,0
1785,CA,None Listed,1,1,1,1,0
1786,CA,More than $10B (USD),1,0,1,0,1
1787,TX,None Listed,1,0,0,0,0
1788,CA,$5B to $10B (USD),0,0,0,0,0
1789,MA,None Listed,1,0,1,1,0
1790,CA,None Listed,1,1,1,1,0
1791,CA,None Listed,0,0,1,0,0
1792,NJ,None Listed,0,0,0,1,0
1793,CA,None Listed,1,1,1,1,1
1794,CA,None Listed,1,1,0,1,0
1795,CA,None Listed,1,0,0,1,0
1796,IA,More than $10B (USD),1,0,1,1,0
1797,CA,None Listed,1,1,1,1,0
1798,CA,$1B to $5B (USD),1,0,1,1,0
1799,CA,None Listed,1,0,1,1,0
1800,CA,More than $10B (USD),1,0,1,0,0
1801,CA,More than $10B (USD),1,0,1,1,0
1802,NY,None Listed,1,0,1,1,0
1803,CA,None Listed,0,1,1,0,0
1804,CA,None Listed,0,0,0,1,0
1805,CA,None Listed,1,0,1,1,0
1806,CA,$1B to $5B (USD),1,1,0,1,1
1807,CA,More than $10B (USD),1,0,1,1,0
1808,CA,None Listed,1,0,1,0,0
1809,CA,None Listed,0,0,1,0,1
1810,NY,More than $10B (USD),1,1,1,1,1
1811,NY,None Listed,1,1,0,1,0
1812,WA,None Listed,1,1,1,1,1
1813,CA,None Listed,1,1,1,0,0
1814,NY,$1B to $5B (USD),1,1,1,0,0
1815,TX,$5B to $10B (USD),0,0,1,0,1
1816,CO,$1B to $5B (USD),1,1,1,1,1
1817,CA,None Listed,1,1,1,0,0
1818,CA,More than $10B (USD),1,0,1,1,0
1819,TX,$5B to $10B (USD),0,0,1,0,1
1820,NY,None Listed,1,0,1,0,1
1821,CA,None Listed,1,1,1,1,1
1822,CA,None Listed,0,0,0,0,0
1823,CA,None Listed,1,1,0,1,1
1824,NY,None Listed,1,1,1,1,0
1825,NY,None Listed,1,1,1,1,0
1826,CA,None Listed,1,0,1,0,0
1827,CA,None Listed,1,0,1,1,0
1828,CA,None Listed,1,1,0,1,1
1829,NY,Less than $1B (USD),1,1,1,1,1
1830,NY,None Listed,1,0,1,0,0
1831,WA,None Listed,1,1,1,1,1
1832,CA,None Listed,1,0,1,0,0
1833,NY,$1B to $5B (USD),1,1,1,1,1
1834,NY,$1B to $5B (USD),1,1,1,1,1
1835,CA,None Listed,1,1,0,1,0
1836,CA,More than $10B (USD),1,0,1,1,1
1837,CA,None Listed,1,1,1,1,0
1838,CA,None Listed,0,0,1,0,0
1839,CA,None Listed,1,1,1,0,0
1840,CA,None Listed,1,0,1,0,0
1841,NY,None Listed,1,1,1,1,0
1842,NC,$1B to $5B (USD),1,1,1,1,0
1843,CA,None Listed,1,0,0,0,1
1844,CA,None Listed,1,1,1,1,1
1845,CA,None Listed,1,1,1,1,1
1846,NY,None Listed,0,0,1,1,1
1847,MO,More than $10B (USD),1,1,1,1,0
1848,CA,More than $10B (USD),1,1,1,1,0
1849,NY,None Listed,1,1,1,1,0
1850,VA,Less than $1B (USD),1,0,1,1,1
1851,VA,$1B to $5B (USD),1,1,1,1,1
1852,CA,None Listed,1,0,0,0,0
1853,WA,None Listed,1,1,0,1,1
1854,REMOTE,More than $10B (USD),1,1,0,0,1
1855,MO,More than $10B (USD),1,1,1,1,1
1856,CA,$5B to $10B (USD),1,1,1,1,1
1857,CA,$5B to $10B (USD),1,1,1,1,1
1858,CA,$5B to $10B (USD),1,1,1,1,1
1859,CA,$5B to $10B (USD),1,1,1,1,1
1860,CA,None Listed,1,0,1,0,0
1861,TN,$5B to $10B (USD),0,0,1,0,0
1862,CA,More than $10B (USD),0,0,1,0,0
1863,CA,None Listed,1,0,1,0,0
1864,CA,None Listed,1,1,1,1,1
1865,CA,$5B to $10B (USD),1,1,1,1,1
1866,VA,$5B to $10B (USD),1,0,1,1,1
1867,CA,None Listed,1,0,1,0,0
1868,CA,None Listed,1,1,1,1,0
1869,CA,None Listed,1,0,1,1,1
1870,CA,None Listed,1,0,1,0,1
1871,CA,More than $10B (USD),1,0,1,0,0
1872,CA,More than $10B (USD),0,0,1,0,0
1873,NY,None Listed,1,1,1,0,0
1874,CA,None Listed,1,1,1,1,1
1875,NY,More than $10B (USD),1,1,0,1,1
1876,WA,None Listed,1,0,0,1,1
1877,CA,None Listed,1,0,1,1,1
1878,NY,Less than $1B (USD),1,1,1,1,0
1879,NY,None Listed,1,1,0,1,0
1880,CA,None Listed,1,1,1,0,1
1881,MA,More than $10B (USD),1,0,1,1,0
1882,CA,None Listed,1,0,1,1,0
1883,CA,None Listed,1,0,1,1,0
1884,IL,None Listed,1,1,1,0,0
1885,CA,None Listed,0,0,0,0,0
1886,NY,None Listed,0,0,1,1,1
1887,CA,None Listed,0,0,1,0,0
1888,CA,None Listed,1,0,1,1,1
1889,CA,None Listed,1,1,1,0,1
1890,CA,None Listed,1,1,1,0,1
1891,CA,None Listed,1,0,1,0,0
1892,WA,None Listed,0,0,0,0,0
1893,CA,None Listed,1,1,1,1,1
1894,CA,None Listed,1,0,1,1,0
1895,NJ,More than $10B (USD),0,0,1,0,0
1896,CA,Less than $1B (USD),0,0,1,0,0
1897,CA,None Listed,1,1,0,1,0
1898,CA,None Listed,1,1,1,1,0
1899,NY,None Listed,1,0,1,1,0
1900,CA,None Listed,1,0,1,0,0
1901,NC,None Listed,1,0,1,1,1
1902,CA,None Listed,1,0,1,0,0
1903,WA,None Listed,0,0,0,0,0
1904,CA,$1B to $5B (USD),1,1,1,1,1
1905,CA,None Listed,1,0,1,1,1
1906,CA,None Listed,1,0,1,0,0
1907,WA,None Listed,1,0,1,1,1
1908,CA,$1B to $5B (USD),1,1,1,1,1
1909,CA,None Listed,1,1,1,1,1
1910,CA,None Listed,1,1,1,1,0
1911,CA,Less than $1B (USD),1,0,1,1,1
1912,TX,More than $10B (USD),1,1,1,1,0
1913,CA,None Listed,1,1,0,1,1
1914,WA,None Listed,1,0,0,1,1
1915,NY,None Listed,1,1,1,1,0
1916,NY,More than $10B (USD),1,0,1,1,1
1917,CA,More than $10B (USD),1,0,1,1,0
1918,CA,$1B to $5B (USD),0,1,1,0,1
1919,CA,None Listed,1,0,1,1,0
1920,CA,None Listed,1,0,1,1,1
1921,CA,None Listed,1,0,1,0,1
1922,NJ,More than $10B (USD),1,1,0,0,1
1923,CA,None Listed,1,0,1,1,0
1924,CA,None Listed,1,1,1,1,0
1925,CA,None Listed,1,0,1,1,0
1926,CA,None Listed,1,1,1,0,1
1927,NY,None Listed,1,0,1,0,1
1928,CA,None Listed,0,0,0,0,1
1929,NY,More than $10B (USD),1,1,0,0,1
1930,VA,$1B to $5B (USD),1,1,1,1,1
1931,CA,More than $10B (USD),1,0,1,1,0
1932,CA,More than $10B (USD),1,1,1,0,1
1933,CA,More than $10B (USD),1,1,1,0,1
1934,NY,More than $10B (USD),1,0,1,1,0
1935,NJ,None Listed,1,0,1,1,1
1936,CA,None Listed,1,0,1,0,0
1937,CA,None Listed,1,0,1,1,1
1938,CA,More than $10B (USD),1,1,1,1,1
1939,WA,None Listed,1,1,0,1,1
1940,MA,More than $10B (USD),1,1,0,0,1
1941,CA,None Listed,1,0,0,0,0
1942,CA,More than $10B (USD),1,1,1,0,0
1943,CA,None Listed,1,1,1,1,1
1944,CA,None Listed,1,0,1,1,1
1945,CA,None Listed,1,0,1,0,0
1946,WA,None Listed,1,1,0,1,1
1947,FL,$5B to $10B (USD),1,1,1,1,1
1948,WA,None Listed,1,0,1,1,0
1949,CA,None Listed,1,1,0,1,0
1950,CA,More than $10B (USD),1,0,0,0,0
1951,CA,More than $10B (USD),1,0,0,0,0
1952,NJ,More than $10B (USD),1,1,0,0,1
1953,NJ,More than $10B (USD),1,1,0,0,1
1954,CA,None Listed,1,0,1,0,0
1955,CA,None Listed,1,0,1,1,0
1956,WA,More than $10B (USD),1,0,1,1,0
1957,CA,None Listed,1,0,0,0,0
1958,CA,None Listed,1,0,0,0,0
1959,CA,None Listed,1,0,0,1,1
1960,NJ,More than $10B (USD),1,1,0,0,1
1961,CA,$5B to $10B (USD),1,0,1,0,0
1962,CA,More than $10B (USD),1,0,1,1,1
1963,CA,More than $10B (USD),1,0,0,0,0
1964,CA,None Listed,1,0,1,0,0
1965,CA,None Listed,1,0,1,0,0
1966,NJ,More than $10B (USD),1,1,0,0,1
1967,CA,None Listed,0,0,1,0,0
1968,IL,None Listed,1,0,1,1,0
1969,CA,More than $10B (USD),1,1,1,0,1
1970,IL,None Listed,0,0,0,0,1
1971,CA,None Listed,1,0,1,0,0
1972,GA,More than $10B (USD),1,0,0,1,0
1973,CA,None Listed,1,1,0,1,0
1974,CA,More than $10B (USD),1,0,1,0,0
1975,IL,None Listed,1,1,1,1,0
1976,AZ,None Listed,1,1,1,1,1
1977,USA,None Listed,0,1,1,1,1
1978,CA,More than $10B (USD),1,0,1,0,0
1979,CA,None Listed,1,0,1,1,0
1980,WA,None Listed,0,1,1,1,1
1981,NJ,None Listed,1,1,1,1,0
1982,CA,$1B to $5B (USD),0,0,1,0,1
1983,CA,More than $10B (USD),1,0,1,0,0
1984,CA,More than $10B (USD),1,0,1,0,0
1985,CA,None Listed,1,1,1,1,1
1986,CA,More than $10B (USD),1,1,1,0,0
1987,DC,$5B to $10B (USD),1,0,1,0,0
1988,CA,More than $10B (USD),1,1,1,0,1
1989,CA,More than $10B (USD),1,0,1,1,1
1990,CA,None Listed,1,0,1,0,0
1991,CA,None Listed,1,1,1,1,0
1992,DC,$5B to $10B (USD),1,0,1,1,0
1993,CA,None Listed,1,1,0,1,0
1994,NY,None Listed,1,0,1,0,1
1995,VA,$5B to $10B (USD),0,0,0,1,0
1996,MD,None Listed,1,1,1,1,1
1997,CA,More than $10B (USD),1,0,1,1,1
1998,CA,More than $10B (USD),1,0,0,0,0
1999,CA,None Listed,1,0,1,1,1
2000,NY,None Listed,1,1,1,1,1
2001,CA,None Listed,1,0,1,1,1
2002,CA,None Listed,1,1,1,0,1
2003,CA,None Listed,1,0,1,1,1
2004,NY,More than $10B (USD),1,0,0,0,0
2005,CA,None Listed,1,0,0,0,0
2006,MI,More than $10B (USD),1,0,1,0,0
2007,CA,None Listed,1,1,1,1,0
2008,WA,More than $10B (USD),1,0,1,1,1
2009,CA,None Listed,1,1,1,1,0
2010,NY,None Listed,1,1,1,0,0
2011,MI,None Listed,1,1,1,1,1
2012,WA,None Listed,1,1,1,1,0
2013,CA,None Listed,1,1,1,1,0
2014,MA,None Listed,1,0,1,0,0
2015,NY,None Listed,1,1,1,1,1
2016,VA,$5B to $10B (USD),1,0,1,1,0
2017,CA,None Listed,1,1,1,1,1
2018,CA,More than $10B (USD),1,0,1,1,1
2019,CA,None Listed,1,1,1,1,1
2020,CA,None Listed,1,0,1,1,0
2021,VA,$1B to $5B (USD),1,0,1,1,1
2022,CA,None Listed,0,0,1,0,0
2023,CA,None Listed,1,1,1,1,1
2024,CA,None Listed,1,0,1,1,1
2025,CA,None Listed,0,1,0,1,0
2026,CA,None Listed,0,0,1,0,0
2027,CA,None Listed,1,1,0,1,0
2028,HI,$5B to $10B (USD),0,0,1,0,1
2029,CT,$5B to $10B (USD),0,1,1,1,1
2030,DC,$5B to $10B (USD),1,0,1,1,0
2031,CA,None Listed,1,1,1,0,0
2032,NC,None Listed,0,0,1,0,0
2033,NY,None Listed,1,0,1,0,1
2034,WA,More than $10B (USD),1,1,1,1,0
