,Location,Company_Revenue,python,sql,machine learning,r,hadoop
2875,WI,None Listed,0,0,0,0,0
2876,OH,Less than $1B (USD),0,0,0,0,0
2877,TX,None Listed,0,0,0,0,0
2878,MI,None Listed,0,1,0,0,0
2879,MA,None Listed,0,0,0,0,0
2880,NY,None Listed,0,0,0,0,0
2881,CO,None Listed,0,0,0,0,0
2882,TX,None Listed,0,1,0,0,0
2883,TX,None Listed,0,1,0,0,0
2884,IL,None Listed,0,0,0,0,0
2885,PA,None Listed,0,0,0,0,0
2886,MD,None Listed,0,1,0,0,0
2887,NY,None Listed,0,1,0,0,0
2888,NY,None Listed,0,0,0,0,0
2889,GA,$1B to $5B (USD),1,1,0,1,1
2890,DC,$1B to $5B (USD),0,0,0,0,0
2891,NY,None Listed,0,0,0,0,0
2892,MO,$5B to $10B (USD),0,1,0,0,0
2893,MI,None Listed,0,1,0,0,0
2894,PA,None Listed,0,1,0,0,0
2895,MA,$1B to $5B (USD),0,0,0,0,0
2896,VA,None Listed,0,0,0,0,0
2897,CA,None Listed,0,1,0,0,0
2898,WI,None Listed,0,0,0,0,0
2899,OH,None Listed,1,1,0,1,0
2900,TN,$5B to $10B (USD),0,1,0,0,0
2901,DC,None Listed,0,0,0,0,0
2902,MA,None Listed,0,0,0,0,0
2903,IL,None Listed,0,1,0,0,0
2904,IA,$5B to $10B (USD),0,1,0,0,0
2905,WA,None Listed,1,1,0,0,0
2906,CA,None Listed,0,0,0,0,0
2907,NY,None Listed,0,1,0,0,0
2908,CA,$5B to $10B (USD),0,1,0,0,0
2909,WA,None Listed,0,1,0,0,0
2910,PA,None Listed,1,1,0,0,0
2911,NV,None Listed,0,0,0,0,0
2912,NJ,None Listed,0,0,0,0,0
2913,AR,More than $10B (USD),0,0,0,1,0
2914,CA,None Listed,0,0,0,0,0
2915,MA,None Listed,0,1,0,0,0
2916,CA,None Listed,0,1,0,0,0
2917,NY,None Listed,1,1,0,0,0
2918,IL,More than $10B (USD),0,1,0,0,0
2919,AR,None Listed,0,1,0,0,0
2920,IN,None Listed,0,0,0,1,0
2921,WA,None Listed,0,0,0,0,0
2922,WA,None Listed,0,0,0,0,0
2923,FL,None Listed,0,0,0,0,0
2924,VA,None Listed,0,1,0,1,0
2925,OH,None Listed,1,1,0,1,0
2926,CA,$1B to $5B (USD),0,0,0,0,0
2927,DC,None Listed,0,1,0,0,0
2928,SC,Less than $1B (USD),0,1,0,0,0
2929,CA,None Listed,1,1,0,0,0
2930,MD,None Listed,0,0,0,0,0
2931,TX,None Listed,0,1,0,0,0
2932,UT,None Listed,1,0,0,0,0
2933,NJ,None Listed,0,0,0,0,0
2934,NJ,None Listed,0,0,0,0,0
2935,CA,None Listed,0,0,0,0,0
2936,DC,$1B to $5B (USD),0,0,0,0,0
2937,CO,None Listed,0,0,0,0,0
2938,IL,None Listed,0,0,0,0,0
2939,MD,Less than $1B (USD),0,0,0,0,0
2940,UT,None Listed,0,1,0,1,0
2941,TX,More than $10B (USD),0,1,0,0,0
2942,MD,Less than $1B (USD),0,1,0,1,0
2943,WA,None Listed,0,0,0,0,0
2944,IL,None Listed,0,0,0,0,0
2945,TX,None Listed,0,1,0,0,0
2946,OH,None Listed,0,0,0,0,0
2947,OH,None Listed,0,0,0,0,0
2948,MO,$5B to $10B (USD),0,1,0,0,0
2949,MI,None Listed,0,0,0,0,0
2950,CA,None Listed,1,1,0,1,0
2951,NY,None Listed,1,0,0,0,0
2952,NY,None Listed,0,1,0,0,0
2953,MA,None Listed,1,0,0,1,0
2954,TX,More than $10B (USD),0,0,0,0,0
2955,MO,None Listed,0,0,0,0,0
2956,PA,None Listed,0,1,0,0,0
2957,NM,None Listed,0,0,0,1,0
2958,PA,None Listed,0,1,0,0,0
2959,NJ,None Listed,0,0,0,0,0
2960,MD,None Listed,0,1,0,0,0
2961,MA,None Listed,0,1,0,0,0
2962,PA,None Listed,1,1,0,0,0
2963,NJ,None Listed,0,0,0,0,0
2964,MI,$1B to $5B (USD),1,0,0,1,0
2965,NC,None Listed,0,1,0,0,0
2966,NY,None Listed,0,0,0,0,0
2967,TX,None Listed,0,1,0,0,0
2968,ME,None Listed,0,1,0,0,0
2969,IL,None Listed,1,0,0,0,0
2970,TX,None Listed,0,0,0,0,0
2971,IL,None Listed,0,1,0,1,0
2972,OR,None Listed,0,1,0,0,0
2973,FL,Less than $1B (USD),0,0,0,0,0
2974,MA,None Listed,0,0,0,0,0
2975,MO,None Listed,0,1,0,0,0
2976,PA,None Listed,0,1,0,0,0
2977,OH,More than $10B (USD),0,0,0,0,0
2978,IL,None Listed,0,0,0,1,0
2979,VA,None Listed,0,1,0,0,0
2980,MD,None Listed,0,0,0,0,0
2981,CA,None Listed,0,0,0,0,0
2982,VA,None Listed,0,0,0,0,0
2983,IL,None Listed,0,0,0,0,0
2984,OR,None Listed,0,0,0,0,0
2985,IL,None Listed,0,0,0,1,0
2986,AZ,None Listed,0,0,0,0,0
2987,MD,None Listed,1,0,0,1,0
2988,MN,None Listed,1,1,1,0,0
2989,TX,$1B to $5B (USD),0,1,0,0,0
2990,PA,None Listed,0,1,0,0,0
2991,MA,None Listed,0,0,0,0,0
2992,AR,None Listed,1,1,0,0,1
2993,VA,None Listed,0,1,0,0,0
2994,PA,None Listed,0,1,0,1,0
2995,VA,None Listed,1,1,0,1,0
2996,TN,None Listed,0,0,0,0,0
2997,CA,None Listed,0,1,0,0,0
2998,NJ,None Listed,0,0,0,0,0
2999,FL,None Listed,1,1,0,1,0
3000,CA,None Listed,0,1,0,0,0
3001,CO,None Listed,0,1,0,0,0
3002,VA,None Listed,0,0,0,0,0
3003,TN,None Listed,0,0,0,0,0
3004,IA,Less than $1B (USD),1,1,0,1,0
3005,MA,None Listed,0,0,0,0,0
3006,MA,None Listed,0,1,0,0,0
3007,GA,$1B to $5B (USD),0,1,0,1,0
3008,WA,None Listed,0,0,0,0,0
3009,CA,None Listed,0,0,0,0,0
3010,OH,More than $10B (USD),0,1,0,0,0
3011,USA,None Listed,0,0,0,0,0
3012,VA,None Listed,0,1,0,0,0
3013,GA,None Listed,0,0,0,0,0
3014,GA,None Listed,0,1,0,0,0
3015,IA,None Listed,0,1,0,1,0
3016,WA,None Listed,0,1,0,0,0
3017,KY,None Listed,0,1,0,0,0
3018,ME,None Listed,0,1,0,0,0
3019,NY,None Listed,0,1,0,1,0
3020,OH,$1B to $5B (USD),0,0,0,0,0
3021,MD,None Listed,0,0,0,0,0
3022,VA,None Listed,0,1,0,0,0
3023,AR,More than $10B (USD),0,0,0,0,0
3024,FL,More than $10B (USD),0,1,0,0,0
3025,NC,More than $10B (USD),0,0,0,0,0
3026,NJ,None Listed,0,1,0,0,0
3027,PA,None Listed,0,1,0,0,0
3028,TN,$5B to $10B (USD),0,0,0,0,0
3029,NY,None Listed,0,0,0,1,0
3030,OR,More than $10B (USD),0,0,0,0,0
3031,NM,$5B to $10B (USD),0,1,0,0,0
3032,ME,None Listed,0,1,0,0,0
3033,NJ,More than $10B (USD),0,0,0,0,0
3034,NY,$1B to $5B (USD),1,1,1,1,0
3035,AZ,More than $10B (USD),0,1,0,1,0
3036,MD,None Listed,1,1,0,1,0
3037,CT,Less than $1B (USD),0,0,0,0,0
3038,PA,None Listed,0,0,0,0,0
3039,IN,None Listed,0,1,0,1,0
3040,SC,None Listed,0,1,0,0,0
3041,VA,None Listed,0,1,0,0,0
3042,UT,None Listed,0,0,0,0,0
3043,NC,None Listed,0,0,0,0,0
3044,CT,$5B to $10B (USD),0,0,0,0,0
3045,TX,None Listed,0,0,0,0,0
3046,AZ,None Listed,1,1,0,1,0
3047,IN,None Listed,1,1,0,1,0
3048,NJ,None Listed,0,0,0,0,0
3049,NY,None Listed,0,0,0,0,0
3050,VA,$1B to $5B (USD),0,1,0,0,0
3051,NY,None Listed,0,0,0,0,0
3052,MD,None Listed,0,1,0,0,0
3053,GA,None Listed,0,0,0,0,0
3054,FL,None Listed,0,0,0,0,0
3055,OK,More than $10B (USD),1,0,0,1,0
3056,AL,None Listed,0,0,0,0,0
3057,FL,$5B to $10B (USD),0,0,0,0,0
3058,MA,None Listed,0,0,0,0,0
3059,NE,None Listed,0,1,0,0,0
3060,FL,$5B to $10B (USD),0,1,0,0,0
3061,IL,None Listed,0,0,0,0,0
3062,MI,None Listed,1,1,0,1,0
3063,MO,None Listed,0,0,0,0,0
3064,ME,None Listed,0,0,0,0,0
3065,TN,None Listed,0,0,0,0,0
3066,NY,None Listed,0,1,0,0,0
3067,OR,None Listed,0,0,0,0,0
3068,MA,Less than $1B (USD),0,1,0,0,0
3069,IL,None Listed,1,1,0,0,0
3070,UT,None Listed,0,0,0,0,0
3071,DC,None Listed,0,1,0,0,0
3072,GA,None Listed,0,1,0,1,0
3073,NJ,None Listed,0,0,0,0,0
3074,VA,None Listed,0,1,0,1,0
3075,DC,None Listed,0,0,0,0,0
3076,WA,$5B to $10B (USD),0,1,0,0,0
3077,IL,$5B to $10B (USD),0,1,0,1,0
3078,TX,$1B to $5B (USD),1,1,0,1,0
3079,MD,None Listed,0,0,0,0,0
3080,CA,None Listed,1,1,0,0,0
3081,CA,None Listed,0,0,0,0,0
3082,TX,$1B to $5B (USD),1,1,0,0,0
3083,NY,None Listed,0,1,0,0,0
3084,IN,None Listed,0,0,0,0,0
3085,NY,None Listed,0,0,0,0,0
3086,IN,None Listed,0,1,0,0,0
3087,CT,More than $10B (USD),1,1,0,0,0
3088,GA,None Listed,0,0,0,0,0
3089,IN,None Listed,0,0,0,0,0
3090,CA,None Listed,0,0,0,0,0
3091,MO,None Listed,1,1,1,1,0
3092,MA,None Listed,0,1,0,0,0
3093,PA,None Listed,0,0,0,0,0
3094,FL,$5B to $10B (USD),0,1,0,0,0
3095,WA,None Listed,0,0,0,0,0
3096,NY,Less than $1B (USD),0,0,0,0,0
3097,PA,None Listed,0,0,0,0,0
3098,PA,$5B to $10B (USD),0,1,0,0,0
3099,MA,None Listed,0,0,0,1,0
3100,MA,None Listed,0,1,0,0,0
3101,TX,$1B to $5B (USD),0,0,0,0,0
3102,UT,None Listed,1,1,1,1,1
3103,DC,None Listed,0,0,0,0,0
3104,NY,None Listed,0,1,0,0,0
3105,NC,None Listed,0,0,0,0,0
3106,CA,More than $10B (USD),0,1,0,0,0
3107,VA,None Listed,0,0,0,0,0
3108,MA,None Listed,1,1,1,0,0
3109,TX,None Listed,0,0,0,0,0
3110,TX,None Listed,0,0,0,0,0
3111,FL,None Listed,0,0,0,0,0
3112,CA,More than $10B (USD),1,1,0,1,0
3113,CA,None Listed,0,1,0,0,0
3114,MI,None Listed,0,1,0,0,0
3115,OR,None Listed,1,1,0,1,0
3116,GA,None Listed,0,1,0,1,0
3117,IL,Less than $1B (USD),0,0,0,0,0
3118,VA,None Listed,1,1,0,1,1
3119,FL,None Listed,0,0,0,0,0
3120,DC,$1B to $5B (USD),1,1,0,1,0
3121,NY,None Listed,0,0,0,0,0
3122,TX,None Listed,0,1,0,0,0
3123,TX,More than $10B (USD),1,0,1,1,0
3124,TX,More than $10B (USD),1,0,1,1,0
3125,TX,More than $10B (USD),1,0,1,1,0
3126,NV,Less than $1B (USD),1,1,0,0,0
3127,MN,None Listed,0,0,0,0,0
3128,CT,None Listed,0,0,0,0,0
3129,IL,None Listed,0,0,0,0,0
3130,TX,None Listed,0,0,0,0,0
3131,CT,Less than $1B (USD),0,0,0,0,0
3132,MI,Less than $1B (USD),0,1,0,0,0
3133,NY,None Listed,0,1,0,0,0
3134,FL,$5B to $10B (USD),0,1,0,0,0
3135,PA,None Listed,0,0,0,0,0
3136,CT,More than $10B (USD),0,0,0,0,0
3137,CT,None Listed,0,0,0,0,0
3138,OR,Less than $1B (USD),0,0,0,0,0
3139,MN,None Listed,1,1,1,0,0
3140,CT,None Listed,0,0,0,0,0
3141,UT,Less than $1B (USD),0,1,0,0,0
3142,MI,None Listed,0,0,0,0,0
3143,IL,None Listed,0,1,0,0,0
3144,OH,None Listed,0,1,0,0,0
3145,CA,More than $10B (USD),1,1,0,1,0
3146,NY,None Listed,1,1,0,1,0
3147,NC,None Listed,0,0,0,0,0
3148,IA,More than $10B (USD),0,1,0,0,0
3149,TX,$1B to $5B (USD),0,1,0,0,0
3150,WA,None Listed,0,0,0,0,0
3151,CA,None Listed,1,1,0,0,0
3152,VA,None Listed,0,0,0,0,0
3153,IL,None Listed,0,0,0,0,0
3154,OH,None Listed,0,0,0,0,0
3155,VA,None Listed,0,0,0,0,0
3156,VA,More than $10B (USD),0,1,0,0,0
3157,MA,None Listed,0,0,0,0,0
3158,WI,None Listed,0,0,0,0,0
3159,VA,None Listed,0,0,0,0,0
3160,MN,More than $10B (USD),0,1,0,0,0
3161,DC,Less than $1B (USD),0,0,0,0,0
3162,OR,None Listed,0,0,0,0,0
3163,IL,$5B to $10B (USD),0,1,0,0,0
3164,MD,None Listed,0,0,0,0,0
3165,PA,None Listed,0,0,0,0,0
3166,IN,None Listed,0,0,0,0,0
3167,CT,None Listed,0,0,0,0,0
3168,NY,None Listed,0,1,0,0,0
3169,FL,None Listed,0,1,0,1,0
3170,CA,More than $10B (USD),0,1,0,0,0
3171,TX,None Listed,0,0,0,0,0
3172,TX,$5B to $10B (USD),0,1,0,0,0
3173,NC,Less than $1B (USD),0,1,0,0,0
3174,MD,None Listed,1,1,0,1,0
3175,CA,None Listed,0,1,0,0,0
3176,NY,None Listed,0,1,0,0,0
3177,CA,None Listed,0,0,0,0,0
3178,NY,More than $10B (USD),0,0,0,0,0
3179,MI,$1B to $5B (USD),0,0,0,1,0
3180,NJ,None Listed,0,1,0,0,0
3181,GA,None Listed,0,0,0,1,0
3182,OH,$5B to $10B (USD),1,1,1,1,0
3183,CA,None Listed,0,1,0,0,0
3184,SC,None Listed,0,1,0,0,0
3185,OR,None Listed,0,0,0,0,0
3186,CA,None Listed,0,0,1,0,0
3187,GA,None Listed,0,0,0,0,0
3188,MN,None Listed,0,1,0,0,0
3189,CO,More than $10B (USD),0,0,0,0,0
3190,IL,None Listed,0,1,0,0,0
3191,MN,None Listed,0,1,0,0,0
3192,TX,None Listed,0,1,0,1,0
3193,VA,None Listed,0,0,0,0,0
3194,GA,None Listed,0,1,0,0,0
3195,MI,None Listed,0,1,0,0,0
3196,NC,None Listed,0,1,0,0,0
3197,GA,None Listed,0,0,0,0,0
3198,VA,None Listed,0,1,0,1,0
3199,NJ,None Listed,0,1,0,0,0
3200,AL,More than $10B (USD),0,0,0,0,0
3201,OR,None Listed,1,1,1,0,0
3202,PA,None Listed,0,0,0,0,0
3203,IL,$1B to $5B (USD),0,1,0,0,0
3204,PA,None Listed,0,0,0,0,0
3205,VA,None Listed,1,1,0,0,0
3206,VA,None Listed,0,0,0,0,0
3207,NY,$5B to $10B (USD),0,0,0,0,0
3208,NY,None Listed,0,0,0,0,0
3209,MA,None Listed,0,1,0,0,0
3210,TX,More than $10B (USD),0,0,0,0,0
3211,GA,$1B to $5B (USD),0,0,0,0,0
3212,MA,None Listed,0,0,0,0,0
3213,GA,None Listed,0,0,0,0,0
3214,WA,None Listed,1,0,0,1,0
3215,GA,None Listed,0,0,0,0,0
3216,GA,None Listed,0,0,0,0,0
3217,CT,None Listed,0,0,0,0,0
3218,FL,More than $10B (USD),0,1,0,0,0
3219,MI,None Listed,0,1,0,0,0
3220,OH,None Listed,0,1,0,0,0
3221,OR,None Listed,0,0,0,0,0
3222,PA,None Listed,0,0,0,0,0
3223,OH,None Listed,0,0,0,0,0
3224,IL,Less than $1B (USD),1,1,0,0,0
3225,MO,$5B to $10B (USD),0,1,0,0,0
3226,MN,More than $10B (USD),0,1,0,0,0
3227,AZ,None Listed,0,1,0,1,0
3228,NY,None Listed,0,0,0,0,0
3229,WA,$5B to $10B (USD),0,1,0,0,0
3230,GA,None Listed,1,1,0,0,0
3231,CA,None Listed,0,0,0,0,0
3232,TX,None Listed,0,1,0,0,0
3233,CA,More than $10B (USD),0,0,0,0,0
3234,OR,None Listed,0,1,0,0,0
3235,VA,$5B to $10B (USD),1,0,1,1,0
3236,NJ,None Listed,0,0,0,0,0
3237,PA,None Listed,0,0,0,0,0
3238,DC,None Listed,0,0,0,0,0
3239,VA,None Listed,0,0,0,0,0
3240,VA,None Listed,0,1,0,0,0
3241,IN,None Listed,0,0,0,0,0
3242,MD,$1B to $5B (USD),0,0,0,1,0
3243,MO,None Listed,0,0,0,0,0
3244,VA,None Listed,0,0,0,0,0
3245,NY,More than $10B (USD),1,1,0,1,0
3246,DC,Less than $1B (USD),0,0,0,0,0
3247,CA,None Listed,0,1,0,0,0
3248,PA,$5B to $10B (USD),0,1,0,0,0
3249,NY,None Listed,1,0,0,1,0
3250,NY,None Listed,1,0,0,1,0
3251,NY,None Listed,0,1,0,1,0
3252,CA,None Listed,0,0,0,0,0
3253,TX,$5B to $10B (USD),0,1,0,0,0
3254,MA,None Listed,0,0,0,0,0
3255,TX,None Listed,0,0,0,0,0
3256,DC,None Listed,0,0,0,0,0
3257,SC,More than $10B (USD),0,0,0,0,0
3258,MA,None Listed,1,0,0,1,0
3259,MO,None Listed,1,1,0,1,0
3260,CO,None Listed,0,1,0,0,0
3261,CA,None Listed,0,1,0,0,0
3262,NY,More than $10B (USD),1,0,1,0,0
3263,PA,$5B to $10B (USD),0,1,0,0,0
3264,CA,$1B to $5B (USD),1,1,0,1,0
3265,CA,None Listed,1,1,0,1,0
3266,MD,$1B to $5B (USD),1,1,1,1,0
3267,CO,None Listed,0,1,0,0,0
3268,WA,More than $10B (USD),1,1,1,1,0
3269,FL,None Listed,0,1,0,0,0
3270,CA,None Listed,1,1,0,1,0
3271,CA,None Listed,0,0,0,0,0
3272,CA,None Listed,1,1,0,0,0
3273,CA,None Listed,1,1,0,1,0
3274,CA,None Listed,1,1,0,1,0
3275,NJ,$5B to $10B (USD),0,0,0,0,0
3276,FL,None Listed,1,1,0,0,0
3277,USA,None Listed,1,1,1,1,0
3278,CA,Less than $1B (USD),0,0,0,0,0
3279,CA,None Listed,1,1,0,0,0
3280,CA,None Listed,1,1,0,1,0
3281,PA,$5B to $10B (USD),0,0,0,0,0
3282,NY,None Listed,0,1,0,0,0
3283,NY,None Listed,0,1,0,0,0
3284,CA,None Listed,1,1,0,1,0
3285,MO,None Listed,0,0,0,0,0
3286,CA,None Listed,0,1,0,0,0
3287,CA,None Listed,0,1,0,0,0
3288,MA,None Listed,0,1,0,0,0
3289,MI,$1B to $5B (USD),0,0,0,0,0
3290,CA,None Listed,0,0,0,0,0
3291,CA,None Listed,1,1,0,0,0
3292,CA,None Listed,0,1,0,0,0
3293,CA,None Listed,1,1,0,1,0
3294,NY,$5B to $10B (USD),0,0,0,0,0
3295,CO,None Listed,1,1,0,0,0
3296,CA,None Listed,0,0,0,0,0
3297,CA,None Listed,1,1,0,1,0
3298,VA,None Listed,0,1,0,0,0
3299,CA,$1B to $5B (USD),1,0,0,1,0
3300,IA,None Listed,0,1,0,0,0
3301,MO,None Listed,0,0,0,0,0
3302,IN,None Listed,1,1,0,0,0
3303,IA,None Listed,0,1,0,0,0
3304,CA,None Listed,0,0,0,0,0
3305,CA,None Listed,1,1,0,1,0
3306,MD,$1B to $5B (USD),1,1,0,1,0
3307,CA,None Listed,0,0,0,0,0
3308,IL,More than $10B (USD),1,1,0,0,0
3309,MO,$5B to $10B (USD),0,1,0,0,0
3310,WV,None Listed,0,0,0,0,0
3311,CA,None Listed,1,0,1,1,0
3312,MD,$1B to $5B (USD),1,1,0,1,0
3313,NY,None Listed,1,1,0,1,1
3314,IL,More than $10B (USD),0,1,0,0,0
3315,CA,None Listed,1,1,1,0,0
3316,CA,None Listed,0,0,0,0,0
3317,MI,None Listed,0,0,0,0,0
3318,TX,More than $10B (USD),0,1,0,0,0
3319,REMOTE,Less than $1B (USD),0,1,0,0,0
3320,IL,None Listed,1,1,0,0,0
3321,REMOTE,Less than $1B (USD),0,1,0,0,0
3322,NY,$1B to $5B (USD),0,1,0,0,0
3323,NY,None Listed,0,1,0,0,0
3324,NY,None Listed,1,1,0,1,0
3325,CA,None Listed,0,1,0,0,0
3326,CA,None Listed,0,1,0,0,0
3327,NY,None Listed,1,1,0,1,0
3328,CA,None Listed,1,1,0,1,0
3329,MO,$5B to $10B (USD),0,1,0,0,0
3330,DC,None Listed,1,1,1,1,0
3331,OR,$1B to $5B (USD),0,1,0,0,0
3332,CA,None Listed,1,1,0,1,1
3333,MO,None Listed,0,1,0,0,0
3334,CA,More than $10B (USD),0,1,0,0,0
3335,IN,None Listed,1,1,0,1,0
3336,NY,None Listed,1,1,0,1,1
3337,MD,$1B to $5B (USD),1,1,0,1,0
3338,MO,$5B to $10B (USD),0,1,0,0,0
3339,IL,More than $10B (USD),1,0,0,1,1
3340,CA,$1B to $5B (USD),0,1,0,1,0
3341,CA,None Listed,0,1,0,0,0
3342,CA,None Listed,1,0,1,1,0
3343,CA,More than $10B (USD),0,0,0,0,0
3344,NY,None Listed,0,0,0,0,0
3345,MO,More than $10B (USD),1,0,0,1,0
3346,NY,None Listed,1,1,0,1,0
3347,NC,Less than $1B (USD),0,1,0,0,0
3348,NY,None Listed,0,0,0,0,0
3349,CA,None Listed,0,1,0,0,0
3350,DC,None Listed,0,1,0,0,0
3351,WA,More than $10B (USD),0,1,0,0,0
3352,NY,None Listed,0,1,0,0,0
3353,CA,None Listed,1,1,1,0,0
3354,GA,None Listed,1,1,1,1,0
3355,NY,None Listed,0,0,0,0,0
3356,CA,$5B to $10B (USD),1,1,0,1,0
3357,NY,None Listed,0,0,0,0,0
3358,NY,None Listed,0,0,0,0,0
3359,CA,None Listed,1,1,0,0,0
3360,MD,None Listed,1,1,0,0,1
3361,WA,None Listed,1,1,0,1,0
3362,CA,None Listed,0,1,0,0,0
3363,MN,None Listed,1,1,1,1,0
3364,MA,None Listed,0,0,0,0,0
3365,WA,None Listed,0,1,0,0,0
3366,OH,More than $10B (USD),0,1,0,0,0
3367,OH,More than $10B (USD),0,1,0,0,0
3368,KY,None Listed,0,0,0,0,0
3369,CA,More than $10B (USD),1,1,0,1,0
3370,NY,None Listed,0,1,0,1,0
3371,VA,None Listed,1,0,0,1,0
3372,CA,None Listed,1,0,0,0,0
3373,REMOTE,Less than $1B (USD),0,1,0,0,0
3374,IA,None Listed,0,1,0,0,0
3375,CA,$5B to $10B (USD),1,1,0,0,1
3376,IL,None Listed,0,1,0,0,0
3377,IN,None Listed,0,1,0,0,0
3378,NC,None Listed,0,1,0,0,0
3379,NC,None Listed,0,1,0,0,0
3380,MD,None Listed,1,1,0,1,1
3381,CA,None Listed,0,0,0,0,0
3382,MO,None Listed,1,0,0,0,1
3383,FL,None Listed,0,1,0,0,0
3384,FL,$5B to $10B (USD),1,0,1,1,0
3385,MO,$5B to $10B (USD),0,1,0,0,0
3386,MI,None Listed,0,1,0,1,0
3387,WA,None Listed,0,0,0,0,0
3388,DC,None Listed,0,0,0,0,0
3389,DE,More than $10B (USD),0,1,0,0,0
3390,DE,More than $10B (USD),0,1,0,0,0
3391,WA,None Listed,0,0,0,0,0
3392,WA,None Listed,1,1,0,1,0
3393,IN,$5B to $10B (USD),0,1,0,0,0
3394,IL,Less than $1B (USD),0,0,1,0,0
3395,TX,$1B to $5B (USD),0,1,0,0,0
3396,USA,None Listed,1,1,1,0,0
3397,VA,None Listed,0,1,0,0,0
3398,CA,None Listed,0,0,0,0,0
3399,CA,None Listed,0,0,0,0,0
3400,PA,None Listed,0,1,0,0,0
3401,CA,None Listed,0,0,0,0,0
3402,NC,None Listed,0,1,0,0,0
3403,CA,None Listed,0,1,0,0,0
3404,NJ,$1B to $5B (USD),0,1,0,0,0
3405,TX,More than $10B (USD),0,1,0,0,0
3406,TX,More than $10B (USD),0,1,0,0,0
3407,NC,None Listed,0,1,0,0,0
3408,NY,None Listed,1,1,0,1,0
3409,CA,None Listed,1,1,0,0,0
3410,DC,None Listed,0,1,0,0,0
3411,MI,None Listed,1,1,0,1,0
3412,CA,None Listed,1,1,0,1,0
3413,CA,None Listed,1,1,0,1,0
3414,MI,None Listed,1,1,0,1,0
3415,IL,None Listed,1,0,1,1,0
3416,MA,None Listed,0,0,0,0,0
3417,CA,Less than $1B (USD),1,1,0,1,0
3418,CA,Less than $1B (USD),1,1,0,0,0
3419,TX,More than $10B (USD),0,0,0,0,0
3420,TX,Less than $1B (USD),0,0,0,0,0
3421,TX,None Listed,0,1,0,0,0
3422,CA,$1B to $5B (USD),0,1,0,1,0
3423,HI,None Listed,0,0,0,0,0
3424,USA,More than $10B (USD),1,1,0,0,1
3425,DC,None Listed,0,0,0,0,0
3426,CA,None Listed,0,0,0,0,0
3427,NC,None Listed,0,0,0,0,0
3428,NY,None Listed,0,0,0,0,0
3429,NY,None Listed,0,0,0,0,0
3430,MI,None Listed,0,0,0,0,0
3431,CA,None Listed,1,1,0,1,1
3432,CA,None Listed,0,0,1,1,0
3433,NY,None Listed,1,1,0,1,0
3434,NY,None Listed,1,1,0,0,0
3435,NY,None Listed,0,1,0,0,0
3436,CA,None Listed,0,1,1,1,0
3437,WA,None Listed,1,1,1,1,0
3438,CA,None Listed,0,1,0,0,0
3439,AZ,More than $10B (USD),1,1,0,1,0
3440,CA,None Listed,1,1,1,0,1
3441,FL,None Listed,0,1,0,0,0
3442,CO,None Listed,1,1,0,0,1
3443,OR,$1B to $5B (USD),0,1,0,0,0
3444,CA,More than $10B (USD),1,1,0,0,0
3445,NY,None Listed,0,1,0,1,0
3446,DC,None Listed,0,1,0,0,0
3447,DC,None Listed,0,0,0,0,0
3448,CA,None Listed,0,1,0,1,0
3449,CA,None Listed,0,1,0,0,0
3450,USA,None Listed,1,1,0,1,1
3451,CA,More than $10B (USD),0,0,0,0,0
3452,CT,None Listed,0,0,0,0,0
3453,VA,None Listed,1,1,0,1,0
3454,CA,None Listed,1,1,1,1,0
3455,NY,None Listed,1,1,0,0,0
3456,WA,None Listed,1,1,0,1,0
3457,USA,None Listed,0,0,0,0,0
3458,CA,More than $10B (USD),0,0,0,0,0
3459,IL,None Listed,1,1,0,1,0
3460,TX,None Listed,0,1,0,0,0
3461,CA,None Listed,1,1,0,0,0
3462,NC,None Listed,0,0,0,0,0
3463,NC,None Listed,0,0,0,0,0
3464,NC,None Listed,0,0,0,0,0
3465,CA,None Listed,1,1,0,1,0
3466,WA,None Listed,1,1,0,0,0
3467,CA,None Listed,0,0,0,0,0
3468,OH,Less than $1B (USD),1,0,0,0,0
3469,TX,None Listed,0,0,0,0,0
3470,IL,$5B to $10B (USD),0,1,0,0,0
3471,CA,None Listed,0,1,0,0,0
3472,NC,None Listed,0,1,0,0,0
3473,WI,None Listed,1,1,0,1,0
3474,AR,More than $10B (USD),1,0,1,1,0
3475,NY,None Listed,1,1,0,0,0
3476,MA,None Listed,0,0,0,0,0
3477,TN,$5B to $10B (USD),0,1,0,0,0
3478,MN,None Listed,0,1,0,0,0
3479,GA,None Listed,0,0,0,0,0
3480,MA,None Listed,1,1,0,1,0
3481,MA,$5B to $10B (USD),0,0,0,0,0
3482,CA,None Listed,1,1,0,0,0
3483,NJ,None Listed,1,1,1,1,1
3484,MN,None Listed,0,1,0,0,0
3485,CA,None Listed,0,1,0,0,0
3486,WI,None Listed,1,1,0,0,0
3487,NC,None Listed,0,1,0,0,0
3488,NJ,None Listed,1,1,0,0,0
3489,NJ,None Listed,0,1,0,0,0
3490,MA,$5B to $10B (USD),1,1,0,1,0
3491,NY,None Listed,0,1,0,1,0
3492,TX,None Listed,1,1,0,1,0
3493,UT,More than $10B (USD),1,1,0,1,0
3494,NY,More than $10B (USD),1,1,0,0,0
3495,NC,None Listed,0,0,0,0,0
3496,NC,None Listed,0,0,0,0,0
3497,NC,None Listed,0,0,0,0,0
3498,DE,More than $10B (USD),0,1,0,0,0
