,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
3009,24.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3010,2080.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3011,18.0,,0,0,0,0,0,1,0,0,0,0,0,0
3012,309.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3013,6072.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3014,39.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3015,8.0,,0,0,0,0,0,1,0,0,0,0,0,0
3016,138.0,Health Care,0,1,0,0,0,0,0,0,0,1,0,0
3017,114.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3018,300.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3019,32.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3020,399.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3021,0.0,,0,0,1,0,0,0,0,0,0,0,0,0
3022,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3023,4573.0,Aerospace and Defense,0,0,0,0,0,1,0,0,0,0,0,1
3024,1008.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3025,4251.0,Internet and Software,0,0,0,0,1,0,0,1,0,0,0,0
3026,57.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3027,2.0,,0,0,0,0,0,1,0,0,0,0,0,0
3028,2880.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3029,830.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3030,24248.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
3031,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3032,17.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3033,5416.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
3034,319.0,Energy and Utilities,0,0,0,0,0,0,0,0,0,0,0,1
3035,724.0,Government,0,0,0,0,0,1,0,0,0,0,0,1
3036,234.0,Education and Schools,0,0,1,0,0,0,0,0,0,0,0,1
3037,139.0,Aerospace and Defense,0,0,0,0,0,1,0,0,0,0,0,1
3038,865.0,,0,0,0,0,0,1,0,0,0,0,0,0
3039,21.0,,0,0,0,0,0,1,0,0,0,0,0,0
3040,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3041,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
3042,430.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3043,265.0,,0,0,0,0,1,0,0,0,0,0,0,0
3044,10491.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3045,43.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3046,2.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3047,87.0,,0,0,0,0,0,1,0,0,0,0,0,0
3048,2773.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3049,146.0,Organization,0,0,0,0,0,0,0,0,0,0,0,1
3050,24.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3051,26.0,,0,0,0,0,0,0,0,0,0,0,0,0
3052,0.0,,0,0,1,0,0,0,0,0,0,0,0,0
3053,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3054,10.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
3055,321.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3056,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3057,480.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3058,65.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3059,131.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3060,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3061,262.0,,1,0,0,0,0,0,0,0,0,0,0,0
3062,120.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3063,923.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3064,923.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3065,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3066,103.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3067,8164.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3068,8.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3069,235.0,Consumer Goods and Services,1,0,0,0,0,0,0,0,0,0,0,1
3070,430.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3071,4.0,,0,0,0,1,0,0,0,0,0,0,0,0
3072,291.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3073,2773.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3074,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3075,56.0,Health Care,0,0,0,1,0,0,0,0,0,1,0,0
3076,296.0,Insurance,0,1,0,0,0,0,0,0,0,0,1,0
3077,1134.0,InsuranceHealth Care,1,0,0,0,0,0,0,0,0,0,0,1
3078,307.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3079,41.0,,0,0,1,0,0,0,0,0,0,0,0,0
3080,174.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3081,263.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3082,110.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
3083,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3084,332.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3085,56.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3086,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3087,845.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3088,347.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3089,146.0,,0,0,0,0,0,1,0,0,0,0,0,0
3090,7.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3091,50.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
3092,689.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3093,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3094,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3095,8.0,,0,1,0,0,0,0,0,0,0,0,0,0
3096,61.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3097,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3098,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3099,607.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3100,351.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3101,183.0,Government,0,0,0,0,0,0,0,0,0,0,0,1
3102,430.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3103,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
3104,265.0,Government,0,0,0,0,0,0,0,0,0,0,0,1
3105,6072.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
3106,1985.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
3107,11.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3108,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3109,34.0,,0,0,0,0,0,0,0,0,0,0,0,0
3110,34.0,,0,0,0,0,0,0,0,0,0,0,0,0
3111,57.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
3112,542.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3113,12.0,,0,0,0,0,0,0,0,0,0,0,0,0
3114,62.0,,0,0,0,0,0,1,0,0,0,0,0,0
3115,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3116,291.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3117,17.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
3118,62.0,,0,0,0,0,0,0,0,0,0,0,0,0
3119,1983.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3120,1435.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
3121,830.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3122,46.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3123,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3124,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3125,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3126,8.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3127,376.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
3128,2066.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3129,72.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0
3130,781.0,Energy and Utilities,0,0,0,0,0,0,0,0,0,0,0,1
3131,226.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3132,177.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3133,270.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3134,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3135,112.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3136,1434.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3137,33082.0,Food and Beverages,0,0,0,0,0,1,0,0,0,0,0,1
3138,43.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1
3139,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3140,923.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3141,10.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
3142,55.0,,0,0,0,0,0,1,0,0,0,0,0,0
3143,90.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0
3144,323.0,,0,0,0,0,0,1,0,0,0,0,0,0
3145,542.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3146,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3147,6072.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
3148,4573.0,Aerospace and Defense,0,0,0,0,0,1,0,0,0,0,0,1
3149,601.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3150,8.0,,0,1,0,0,0,0,0,0,0,0,0,0
3151,21.0,,0,0,0,0,0,0,0,0,0,0,0,0
3152,318.0,,0,0,0,0,0,0,0,0,0,0,0,0
3153,262.0,,1,0,0,0,0,0,0,0,0,0,0,0
3154,281.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3155,219.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3156,607.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3157,378.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3158,2.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3159,318.0,,0,0,0,0,0,0,0,0,0,0,0,0
3160,5986.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3161,192.0,Internet and Software,0,0,0,1,0,0,0,1,0,0,0,0
3162,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3163,1948.0,Banks and Financial Services,1,0,0,0,0,0,0,0,1,0,0,0
3164,0.0,,0,0,1,0,0,0,0,0,0,0,0,0
3165,104.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3166,6072.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3167,14.0,,0,0,0,0,0,1,0,0,0,0,0,0
3168,575.0,,0,0,0,0,0,0,0,0,0,0,0,0
3169,149.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3170,922.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
3171,25.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
3172,1134.0,InsuranceHealth Care,0,0,0,0,0,0,0,0,0,0,0,1
3173,212.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
3174,4.0,Health Care,0,0,1,0,0,0,0,0,0,1,0,0
3175,19.0,,0,0,0,0,0,0,0,0,0,0,0,0
3176,15.0,,0,0,0,0,0,0,0,0,0,0,0,0
3177,8164.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3178,3246.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3179,514.0,Auto,0,0,0,0,0,1,0,0,0,0,0,1
3180,73.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3181,580.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3182,2216.0,Real EstateReal Estate,0,0,0,0,0,1,0,0,0,0,0,1
3183,142.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3184,98.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3185,8164.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3186,530.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3187,99.0,,0,0,0,0,0,1,0,0,0,0,0,0
3188,102.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
3189,4479.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1
3190,205.0,,1,0,0,0,0,0,0,0,0,0,0,0
3191,370.0,,0,0,0,0,0,1,0,0,0,0,0,0
3192,500.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3193,44.0,,0,0,0,0,0,0,0,0,0,0,0,0
3194,580.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3195,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3196,58.0,Government,0,0,0,0,1,0,0,0,0,0,0,1
3197,228.0,,0,0,0,0,0,1,0,0,0,0,0,0
3198,7.0,Transport and Freight,0,0,0,0,0,0,0,0,0,0,0,1
3199,87.0,,0,0,0,0,0,1,0,0,0,0,0,0
3200,0.0,Construction,0,0,0,0,0,1,0,0,0,0,0,1
3201,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3202,505.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3203,665.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
3204,104.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3205,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3206,169.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3207,1086.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3208,16.0,,0,0,0,0,0,0,0,0,0,0,0,0
3209,63.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
3210,14987.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3211,448.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3212,923.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
3213,0.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3214,17.0,,0,1,0,0,0,0,0,0,0,0,0,0
3215,580.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1
3216,9.0,,0,0,0,0,0,1,0,0,0,0,0,0
3217,1005.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3218,4686.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3219,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3220,101.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3221,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3222,505.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3223,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3224,108.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
3225,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3226,1287.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
3227,111.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
3228,31.0,,0,0,0,0,0,0,0,0,0,0,0,0
3229,8955.0,Retail,0,1,0,0,0,0,0,0,0,0,0,1
3230,291.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3231,131.0,,0,0,0,0,0,0,0,0,0,0,0,0
3232,1047.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3233,1888.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
3234,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3235,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3236,2.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3237,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3238,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
3239,2.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3240,423.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3241,778.0,,0,0,0,0,0,1,0,0,0,0,0,0
3242,645.0,Education and Schools,0,0,1,0,0,0,0,0,0,0,0,1
3243,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3244,7.0,,0,0,0,0,0,0,0,0,0,0,0,0
3245,93.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
3246,653.0,Aerospace and Defense,0,0,0,1,0,0,0,0,0,0,0,1
3247,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
3248,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3249,6072.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3250,6072.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3251,265.0,Government,0,0,0,0,0,0,0,0,0,0,0,1
3252,77.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
3253,1134.0,InsuranceHealth Care,0,0,0,0,0,0,0,0,0,0,0,1
3254,451.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3255,2132.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3256,16.0,Internet and Software,0,0,0,1,0,0,0,1,0,0,0,0
3257,6497.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
3258,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3259,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3260,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3261,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3262,123.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3263,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3264,281.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
3265,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3266,620.0,Consumer Goods and Services,0,0,1,0,0,0,0,0,0,0,0,1
3267,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3268,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
3269,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3270,417.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3271,53.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3272,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3273,87.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
3274,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3275,10491.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3276,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3277,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3278,510.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
3279,12.0,,0,0,0,0,0,0,0,0,0,0,0,0
3280,35.0,,0,0,0,0,0,0,0,0,0,0,0,0
3281,4635.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
3282,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3283,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3284,10.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3285,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3286,34.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
3287,47.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
3288,67.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3289,169.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
3290,99.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3291,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3292,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
3293,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3294,10491.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3295,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3296,282.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
3297,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3298,9.0,,0,0,0,0,0,0,0,0,0,0,0,0
3299,182.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
3300,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3301,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3302,64.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
3303,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3304,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3305,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3306,620.0,Consumer Goods and Services,0,0,1,0,0,0,0,0,0,0,0,1
3307,0.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
3308,123.0,"Media, News and Publishing",1,0,0,0,0,0,0,0,0,0,0,1
3309,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3310,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3311,15.0,,0,0,0,0,0,0,0,0,0,0,0,0
3312,620.0,Consumer Goods and Services,0,0,1,0,0,0,0,0,0,0,0,1
3313,27.0,,0,0,0,0,0,0,0,0,0,0,0,0
3314,14987.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
3315,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3316,8164.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3317,4432.0,Auto,0,0,0,0,0,1,0,0,0,0,0,1
3318,13098.0,Food and BeveragesConsulting and Business Services,0,0,0,0,0,0,0,0,0,0,0,1
3319,303.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3320,0.0,,1,0,0,0,0,0,0,0,0,0,0,0
3321,303.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
3322,296.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
3323,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
3324,5.0,Transport and Freight,0,0,0,0,0,0,0,0,0,0,0,1
3325,33.0,,0,0,0,0,0,0,0,0,0,0,0,0
3326,7.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
3327,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3328,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3329,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3330,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
3331,324.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
3332,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3333,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3334,2641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3335,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3336,27.0,,0,0,0,0,0,0,0,0,0,0,0,0
3337,620.0,Consumer Goods and Services,0,0,1,0,0,0,0,0,0,0,0,1
3338,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3339,10791.0,Consumer Goods and Services,1,0,0,0,0,0,0,0,0,0,0,1
3340,17.0,Government,0,0,0,0,0,0,0,0,0,0,0,1
3341,11.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
3342,15.0,,0,0,0,0,0,0,0,0,0,0,0,0
3343,4327.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
3344,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3345,1601.0,Agriculture and Extraction,0,0,0,0,0,1,0,0,0,0,0,1
3346,91.0,Organization,0,0,0,0,0,0,0,0,0,0,0,1
3347,4.0,Internet and Software,0,0,0,0,1,0,0,1,0,0,0,0
3348,27.0,,0,0,0,0,0,0,0,0,0,0,0,0
3349,3.0,,0,0,0,0,0,0,0,0,0,0,0,0
3350,22.0,Government,0,0,0,1,0,0,0,0,0,0,0,1
3351,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
3352,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3353,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
3354,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3355,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3356,988.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
3357,21.0,,0,0,0,0,0,0,0,0,0,0,0,0
3358,21.0,,0,0,0,0,0,0,0,0,0,0,0,0
3359,44.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3360,8.0,,0,0,1,0,0,0,0,0,0,0,0,0
3361,887.0,Education and Schools,0,1,0,0,0,0,0,0,0,0,0,1
3362,33.0,,0,0,0,0,0,0,0,0,0,0,0,0
3363,216.0,Auto,0,0,0,0,0,1,0,0,0,0,0,1
3364,2.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3365,8.0,Consulting and Business Services,0,1,0,0,0,0,1,0,0,0,0,0
3366,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3367,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
3368,3476.0,,0,0,0,0,0,1,0,0,0,0,0,0
3369,2641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
3370,207.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
3371,3.0,,0,0,0,0,0,0,0,0,0,0,0,0
3372,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
3373,250.0,Government,0,0,0,0,0,1,0,0,0,0,0,1
3374,16.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
3375,0.0,"Restaurants, Travel and Leisure",0,0,0,0,0,0,0,0,0,0,0,1
3376,0.0,,1,0,0,0,0,0,0,0,0,0,0,0
3377,11.0,,0,0,0,0,0,1,0,0,0,0,0,0
3378,6072.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
3379,6072.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
3380,11.0,,0,0,1,0,0,0,0,0,0,0,0,0
3381,8164.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
3382,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
3383,293.0,,0,0,0,0,0,1,0,0,0,0,0,0
3384,1733.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
3385,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1
3386,9.0,,0,0,0,0,0,1,0,0,0,0,0,0
