,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
1466,157456.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
1467,17.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1468,144.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
1469,35.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1470,1830.0,Banks and Financial Services,1,0,0,0,0,0,0,0,1,0,0,0
1471,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1472,18164.0,Transport and Freight,0,0,0,0,0,1,0,0,0,0,0,1
1473,781.0,Energy and Utilities,0,0,0,0,0,0,0,0,0,0,0,1
1474,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1475,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1476,23472.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1477,1103.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1478,4.0,,0,1,0,0,0,0,0,0,0,0,0,0
1479,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1480,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1481,2066.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1482,6574.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1483,157456.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
1484,0.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1485,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1486,8696.0,Computers and Electronics,0,0,0,0,1,0,0,0,0,0,0,1
1487,10824.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
1488,6037.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1489,1103.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1490,4686.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
1491,30.0,,0,0,0,0,0,0,0,0,0,0,0,0
1492,80.0,Real Estate,0,1,0,0,0,0,0,0,0,0,0,1
1493,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
1494,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1495,656.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1496,1208.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1497,1791.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1498,3164.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
1499,4683.0,Industrial Manufacturing,0,0,0,1,0,0,0,0,0,0,0,1
1500,982.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
1501,261.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
1502,3526.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
1503,3526.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
1504,3526.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
1505,4251.0,Internet and Software,0,0,0,0,1,0,0,1,0,0,0,0
1506,7.0,,1,0,0,0,0,0,0,0,0,0,0,0
1507,717.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
1508,4683.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
1509,14629.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1510,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1511,6574.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1512,2641.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1513,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1514,5.0,,0,0,0,0,0,0,0,0,0,0,0,0
1515,33.0,,0,0,0,0,0,0,0,0,0,0,0,0
1516,31.0,Human Resources and Staffing,1,0,0,0,0,0,0,0,0,0,0,1
1517,6479.0,Computers and Electronics,1,0,0,0,0,0,0,0,0,0,0,1
1518,4686.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
1519,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1520,7197.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
1521,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1522,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
1523,4.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1524,874.0,Transport and Freight,0,0,0,0,0,1,0,0,0,0,0,1
1525,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1526,60.0,,0,0,0,0,0,0,0,0,0,0,0,0
1527,2.0,,1,0,0,0,0,0,0,0,0,0,0,0
1528,2773.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
1529,2773.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
1530,157456.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
1531,6072.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1532,278.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
1533,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1534,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1535,5671.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1536,183.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1537,6497.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
1538,86.0,,0,0,1,0,0,0,0,0,0,0,0,0
1539,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
1540,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1541,988.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1542,4808.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
1543,183.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1544,22.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
1545,27.0,,0,0,0,0,0,0,0,0,0,0,0,0
1546,3532.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1547,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1548,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1549,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1550,200.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0
1551,19.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1552,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1553,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1554,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1555,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1556,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1557,200.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
1558,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
1559,14987.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1560,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1561,1472.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0
1562,7.0,,0,0,0,0,0,1,0,0,0,0,0,0
1563,34.0,Auto,0,0,0,0,1,0,0,0,0,0,0,1
1564,1435.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1565,2641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1566,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1567,411.0,,0,0,0,0,0,0,0,0,0,0,0,0
1568,3195.0,Pharmaceuticals,0,0,0,0,1,0,0,0,0,0,0,1
1569,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
1570,18.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1571,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1572,259.0,,1,0,0,0,0,0,0,0,0,0,0,0
1573,157456.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
1574,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
1575,322.0,Internet and Software,1,0,0,0,0,0,0,1,0,0,0,0
1576,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1577,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1578,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1579,7197.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1580,3164.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
1581,3164.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
1582,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1583,14629.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1584,4479.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1585,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1586,80.0,Real Estate,0,1,0,0,0,0,0,0,0,0,0,1
1587,550.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1588,1601.0,Agriculture and Extraction,0,0,0,0,0,1,0,0,0,0,0,1
1589,522.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
1590,18.0,Government,0,0,1,0,0,0,0,0,0,0,0,1
1591,82.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1592,2066.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1593,1063.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1594,87.0,,0,0,0,0,0,1,0,0,0,0,0,0
1595,7.0,,0,0,0,0,0,0,0,0,0,0,0,0
1596,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
1597,2066.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1598,82.0,Internet and Software,0,0,1,0,0,0,0,1,0,0,0,0
1599,123.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1600,96.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
1601,484.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1602,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1603,71.0,,0,0,0,0,0,1,0,0,0,0,0,0
1604,71.0,,0,0,0,0,0,1,0,0,0,0,0,0
1605,494.0,,0,0,0,0,0,1,0,0,0,0,0,0
1606,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
1607,1103.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1608,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1609,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1610,358.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1611,1275.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1612,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1613,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1614,2641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1615,2174.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1616,3293.0,Insurance,0,0,0,0,1,0,0,0,0,0,1,0
1617,845.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1618,0.0,,0,1,0,0,0,0,0,0,0,0,0,0
1619,2174.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1620,367.0,Retail,0,1,0,0,0,0,0,0,0,0,0,1
1621,1435.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1622,0.0,Government,0,0,0,0,0,0,0,0,0,0,0,1
1623,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1624,1435.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1625,4808.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1626,435.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1627,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1628,3656.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
1629,23472.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1630,27660.0,Transport and Freight,0,0,0,0,0,1,0,0,0,0,0,1
1631,23472.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1632,38.0,,0,0,0,0,0,1,0,0,0,0,0,0
1633,4361.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1634,77.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
1635,82.0,Internet and Software,0,0,1,0,0,0,0,1,0,0,0,0
1636,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1637,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1638,0.0,,0,1,0,0,0,0,0,0,0,0,0,0
1639,10.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1640,988.0,Banks and Financial Services,1,0,0,0,0,0,0,0,1,0,0,0
1641,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
1642,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
1643,167.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1644,417.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1645,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1646,5653.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1647,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1648,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
1649,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
1650,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
1651,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1652,359.0,Organization,0,0,0,0,0,1,0,0,0,0,0,1
1653,104.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1654,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1655,14629.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1656,27.0,Internet and Software,0,0,1,0,0,0,0,1,0,0,0,0
1657,740.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1658,1103.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1659,103.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1660,8.0,,0,0,1,0,0,0,0,0,0,0,0,0
1661,14987.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1662,21159.0,Banks and Financial Services,1,0,0,0,0,0,0,0,1,0,0,0
1663,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
1664,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1665,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1666,5671.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
1667,34.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1668,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
1669,1791.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
1670,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
1671,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
1672,1733.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
1673,653.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1674,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
1675,288.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1676,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1677,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1678,307.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1679,169.0,,0,0,0,1,0,0,0,0,0,0,0,0
1680,4683.0,Industrial Manufacturing,1,0,0,0,0,0,0,0,0,0,0,1
1681,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1682,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1683,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1684,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1685,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1686,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
1687,1791.0,Internet and Software,1,0,0,0,0,0,0,1,0,0,0,0
1688,13.0,,0,0,0,0,0,0,0,0,0,0,0,0
1689,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1690,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1691,23472.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1692,2.0,,0,0,0,0,0,1,0,0,0,0,0,0
1693,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
1694,740.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1695,14987.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1696,3656.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
1697,21267.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
1698,123.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1699,3.0,,0,0,0,0,0,0,0,0,0,0,0,0
1700,1137.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1701,13.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1702,1065.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1703,6850.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
1704,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1705,21267.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
1706,0.0,,0,1,0,0,0,0,0,0,0,0,0,0
1707,3532.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1708,4683.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
1709,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1710,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1711,264.0,Computers and Electronics,0,0,0,0,0,1,0,0,0,0,0,1
1712,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
1713,6072.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1714,29963.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1715,24.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1716,15.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1717,2066.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1718,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1719,1435.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1720,6.0,,0,0,0,0,0,0,0,0,0,0,0,0
1721,1788.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1722,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1723,692.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1724,5986.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
1725,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1726,209.0,Internet and Software,1,0,0,0,0,0,0,1,0,0,0,0
1727,387.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1728,62.0,,0,0,0,0,0,1,0,0,0,0,0,0
1729,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1730,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1731,0.0,,0,0,0,1,0,0,0,0,0,0,0,0
1732,29963.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1733,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1734,62.0,,0,0,0,0,0,1,0,0,0,0,0,0
1735,32.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1736,2773.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
1737,2621.0,Construction,0,0,0,1,0,0,0,0,0,0,0,1
1738,177.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
1739,981.0,Banks and Financial Services,0,0,0,1,0,0,0,0,1,0,0,0
1740,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
1741,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1742,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1743,417.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1744,1275.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1745,1275.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1746,1275.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
1747,21.0,,0,1,0,0,0,0,0,0,0,0,0,0
1748,29963.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1749,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1750,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1751,740.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
1752,2542.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1753,5671.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
1754,567.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1755,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1756,122.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1757,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1758,6072.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
1759,1435.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1760,65.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
1761,387.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1762,645.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1763,14629.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1764,0.0,,0,0,0,0,0,1,0,0,0,0,0,0
1765,0.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
1766,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1767,8.0,,0,0,0,0,0,0,0,0,0,0,0,0
1768,276.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
1769,22.0,,0,0,0,0,0,0,0,0,0,0,0,0
1770,1689.0,,0,0,0,0,0,0,0,0,0,0,0,0
1771,2880.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
1772,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1773,79.0,,0,0,0,0,0,0,0,0,0,0,0,0
1774,27.0,,0,0,0,0,0,0,0,0,0,0,0,0
1775,1006.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1776,326.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1777,92.0,,0,0,0,0,0,1,0,0,0,0,0,0
1778,1601.0,Agriculture and Extraction,0,0,0,0,0,1,0,0,0,0,0,1
1779,3505.0,,0,0,0,0,0,0,0,0,0,0,0,0
1780,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1781,23472.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
1782,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1783,3.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1784,26.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1785,641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1786,4251.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1787,5.0,,0,0,0,0,0,0,0,0,0,0,0,0
1788,484.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1789,3021.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1790,33.0,,0,0,0,0,0,0,0,0,0,0,0,0
1791,3649.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1792,2.0,,0,0,0,0,0,1,0,0,0,0,0,0
1793,14.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1794,7.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1795,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1796,1063.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
1797,641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1798,63.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1799,641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1800,2283.0,Agriculture and Extraction,0,0,0,0,0,0,0,0,0,0,0,1
1801,4251.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1802,34.0,,0,0,0,0,0,0,0,0,0,0,0,0
1803,4.0,Auto,0,0,0,0,0,0,0,0,0,0,0,1
1804,131.0,,0,0,0,0,0,0,0,0,0,0,0,0
1805,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1806,170.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1807,4251.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1808,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
1809,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1810,14629.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1811,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1812,5.0,,0,1,0,0,0,0,0,0,0,0,0,0
1813,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1814,358.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1815,1394.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1816,333.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
1817,11.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
1818,1063.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
1819,1394.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
1820,1674.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1821,14.0,,0,0,0,0,0,0,0,0,0,0,0,0
1822,0.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1823,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1824,35.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1825,22.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
1826,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1827,774.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
1828,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
1829,61.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
1830,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
1831,645.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
1832,6.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
