Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0,Google,2641,4,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist/Sr. Scientific Programmer (Researcher 6),<80000,data_scientist,"['Machine Learning', 'Scripting', 'R', 'Perl', 'SQL', 'MATLAB', 'Python']",7,University of Minnesota,930,4,MN,Missing,missing,Education and Schools,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Google AI Resident, 2019 Start (Fixed-Term Employee)",<80000,data_scientist,,0,Google,2641,4,WA,More than $10B (USD),"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Machine Learning Intern (Summer 2019),<80000,data_scientist,"['Splunk', 'Data Mining', 'Machine Learning', 'Data Science']",4,Splunk,30,4,CA,Missing,"Less than 10,000",Internet and Software,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist (Research Director),<80000,data_scientist,['Grant Writing'],1,Southern Methodist University,126,4,TX,Missing,missing,Education and Schools,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine Learning Scientist II,<80000,data_scientist,"['Natural Language Processing', 'Hive', 'Spark', 'Microsoft Powerpoint', 'Machine Learning', 'Hadoop', 'MATLAB', 'Python']",8,Microsoft,5178,4,WA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DATA SCIENTIST AND TEAM LEAD (Data Analytics Practice),<80000,data_scientist,"['Data Mining', 'Statisical Analysis', 'Qualitative Research']",3,Duke University and Duke University Health System,191,4,NC,Missing,missing,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"DATA SCIENTIST, PROSPECT RESEARCH, MGMT & ANALYTICS-UNIV DEV...",<80000,data_scientist,"['Java', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",6,Duke University and Duke University Health System,191,4,NC,Missing,missing,Health Care,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Senior Data Scientist, Supply Chain",<80000,data_scientist,"['AI', 'Quantitative Analysis', 'Microsoft SQL Server', 'Machine Learning', 'Visual Basic', 'R', 'SQL', '.Net', 'C#', 'Python']",10,Coyote Logistics,165,4,IL,Missing,"Less than 10,000",Transport and Freight,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Machine Learning,<80000,data_scientist,"['Big Data', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop']",5,Twitter,63,4,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Temporary Content Developer - Machine Learning,<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'Python']",3,iD Tech,39,4,CA,Missing,missing,Not Listed,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning,<80000,data_scientist,"['Big Data', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop']",5,Twitter,63,4,NY,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Computer Vision Scientist (Machine Learning),<80000,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'C/C++']",4,Canvas Technology,0,0,CO,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FamilySearch Machine Learning Annotation Specialist,<80000,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'Microsoft Office']",3,The Church of Jesus Christ of Latter-day Saints,1324,5,UT,Missing,"10,000+",Organization,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Machine Learning Research Scientist - Optics & Photonics Lab,<80000,data_scientist,"['.Net', 'C#', 'Machine Learning', 'Software Development', 'MATLAB', 'Image Processing', 'Signal Processing', 'Python', 'C/C++']",9,Riverside Research,15,4,OH,Less than $1B (USD),"Less than 10,000",Aerospace and Defense,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Machine Learning Researcher SAN FRANCISCOMEMBER OF TECHNICAL...,<80000,data_scientist,"['AI', 'Machine Learning']",2,OpenAI,0,0,CA,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entry-Level Data Scientist,80000-99999,data_scientist,"['Java', 'Data Mining', 'Machine Learning', 'Design Experience', 'Scripting', 'R', 'SAS', 'Python']",8,IBM,23472,4,USA,Missing,"10,000+",Consulting and Business Services,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Trainee as Data Scientist (January to June 2019),80000-99999,data_scientist,"['Pentaho', 'Excel']",2,Asendia Management SAS,0,0,OR,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,['Data Mining'],1,T-Mobile,8595,4,WA,More than $10B (USD),"10,000+",Telecommunications,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Data Scientist-Tchnlgy,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']",7,Walmart,157456,4,TX,More than $10B (USD),"10,000+",Retail,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,,0,UES,11,4,OH,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Natural Language Processing', 'Machine Learning']",2,"NextEra Energy, Inc.",248,4,FL,$1B to $5B (USD),"10,000+",Energy and Utilities,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist - Life Sciences,80000-99999,data_scientist,"['AI', 'Next Generation Sequencing', 'Machine Learning', 'Bioinformatics']",4,Argonne National Laboratory,156,4,IL,Missing,"10,000+",Government,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'DB2']",7,Walmart,157456,4,AR,More than $10B (USD),"10,000+",Retail,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,,0,Elder Research Inc,0,0,VA,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['.Net', 'Data Mining', 'C#', 'Machine Learning', 'R', 'C/C++', 'Python', 'SQL']",8,Microsoft,5178,4,WA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Data Warehouse', 'R', 'SAS', 'Statisical Analysis', 'Python', 'SQL']",7,Dell,8696,4,TX,More than $10B (USD),"10,000+",Computers and Electronics,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,,0,Elder Research Inc,0,0,VA,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Labor Planning & Analytics,80000-99999,data_scientist,"['Machine Learning', 'R', 'Microsoft Office', 'SQL', 'Alteryx', 'Data Warehouse', 'Python']",7,Dick's Sporting Goods,4635,4,PA,$5B to $10B (USD),"10,000+",Retail,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Associate Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'C/C++', 'SQL', 'Big Data', 'SPSS', 'MATLAB', 'Data Mining', 'Ruby', 'Hadoop', 'SAS', 'Tableau', 'Java', 'Spark', 'Git', 'Python', 'Data Science']",18,Hallmark,3006,4,MO,$1B to $5B (USD),"Less than 10,000",Consumer Goods and Services,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
D3 - Junior Data Scientist 1,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']",10,Allstate,5671,4,NC,More than $10B (USD),"10,000+",Insurance,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Data Scientist,80000-99999,data_scientist,"['R', 'Marketing', 'SAS', 'SQL', 'Python']",5,L. L. Bean,381,4,ME,Missing,missing,Not Listed,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,,0,University of California San Francisco,282,4,CA,Missing,missing,Education and Schools,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Python', 'SQL']",5,Wunderman,197,4,IL,Missing,missing,Not Listed,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Corporate),80000-99999,data_scientist,"['Data Mining', 'Statisical Analysis', 'Customer Service']",3,MGM Resorts International,1296,4,NV,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Junior Data Scientist,80000-99999,data_scientist,"['Java', 'AI', 'Machine Learning']",3,Interactive Brokers,27,3,CT,$1B to $5B (USD),"Less than 10,000",Banks and Financial Services,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
D3 - Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Perl', 'SPSS', 'MATLAB', 'Statistical Software', 'Hadoop', 'SAS', 'Java', 'Python']",10,Allstate,5671,4,WA,More than $10B (USD),"10,000+",Insurance,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Data Scientist II (Forecasting & Scheduling),80000-99999,data_scientist,"['Predictive Analytics', 'Hive', 'Spark', 'Machine Learning', 'Python', 'SQL', 'AWS']",7,Grubhub,322,3,REMOTE,Less than $1B (USD),"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Business Intelligence', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'Sentiment Analytics', 'SQL', 'SPSS', 'Data Science', 'Python']",10,Amica Insurance Company,198,4,RI,Missing,"Less than 10,000",Insurance,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'MATLAB', 'R', 'SAS']",5,UPMC,2433,4,PA,More than $10B (USD),"10,000+",Health Care,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11,Hearts and Science,0,0,NY,Missing,missing,Not Listed,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11,Hearts and Science,0,0,NY,Missing,missing,Not Listed,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, International Programs",80000-99999,data_scientist,"['Data Mining', 'Excel']",2,Operation Smile,32,5,VA,Less than $1B (USD),"Less than 10,000",Organization,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist (Python/R) – People Analytics - USDC,80000-99999,data_scientist,"['Data Mining', 'R', 'SAS', 'Sentiment Analytics', 'Microsoft Office', 'Tableau', 'Natural Language Processing', 'Python', 'Data Science']",9,Deloitte,7197,4,FL,Missing,"10,000+",Consulting and Business Services,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Microsoft Office', 'SQL']",5,Sedgwick Claims Management Services,1005,3,TN,Missing,"10,000+",Insurance,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Scientist II,80000-99999,data_scientist,"['Business Intelligence', 'Power BI', 'Tableau']",3,MetLife,3842,4,FL,More than $10B (USD),"10,000+",Insurance,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Junior Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python', 'SQL', 'Tableau']",6,Dow Jones,181,4,NY,Missing,"Less than 10,000","Media, News and Publishing",1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist, Membership Analytics Job",80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'Azure', 'Google Cloud Platform', 'SAS', 'SQL', 'Cloud Computing', 'Data Warehouse', 'Python', 'AWS']",11,"BJ's Wholesale Club, Inc.",2550,4,MA,More than $10B (USD),"10,000+",Retail,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']",5,Code Pilot,0,0,TX,Missing,missing,Not Listed,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'Excel', 'SQL']",6,Talking Rain Beverage Company,17,4,WA,Less than $1B (USD),"Less than 10,000",Consumer Goods and Services,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['MySQL', 'Machine Learning', 'R', 'Python']",4,Bright Cellars,3,1,WI,Missing,missing,Not Listed,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist - Junior,80000-99999,data_scientist,"['Data Mining', 'Tableau']",2,MetroStar Systems,11,4,DC,Missing,"Less than 10,000",Not Listed,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Salesforce CRM', 'Pardot', 'Marketing Automation', 'SQL']",4,Omatic Software,0,0,SC,Missing,missing,Not Listed,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Certified Internal Auditor', 'UI']",2,Central Intelligence Agency,158,4,DC,Missing,missing,Government,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Big Data', 'Alteryx', 'SPSS', 'MATLAB', 'Six Sigma Certification', 'Six Sigma', 'Google Suite', 'Python']",14,Schnucks,998,4,MO,Missing,missing,Retail,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist / Prognostic Health Monitoring Specialist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'MATLAB', 'Python', 'Signal Processing']",6,Abbott Laboratories,3285,4,IL,More than $10B (USD),"10,000+",Health Care,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,80000-99999,data_scientist,"['Perl', 'Statisical Analysis', 'C/C++', 'Java', 'Troubleshooting', 'Python']",6,Lawrence Berkeley National Laboratory,130,4,CA,Missing,missing,Government,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['.Net', 'C#', 'Machine Learning']",3,Shift Technology,0,0,MA,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics - Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Microsoft Powerpoint', 'Visual Basic', 'SAP', 'SQL', 'Tableau', 'Six Sigma Certification']",7,Consumers Energy,184,4,MI,$5B to $10B (USD),"Less than 10,000",Energy and Utilities,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning']",2,Penn State University,732,4,PA,Missing,"Less than 10,000",Education and Schools,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data scientist,80000-99999,data_scientist,"['Business Intelligence', 'SQL', 'Excel', 'Microsoft Access']",4,VillageCare,27,3,NY,Missing,missing,Not Listed,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'SQL', 'Java', 'Python']",8,Intercontinental Exchange,81,4,NY,Missing,missing,Banks and Financial Services,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intern - Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Spark', 'Machine Learning', 'Hadoop', 'Data Science']",5,Palo Alto Networks,56,4,CA,Missing,"Less than 10,000",Internet and Software,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']",5,The Rawlings Group,32,3,KY,Missing,"Less than 10,000",Insurance,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Python', 'SQL', 'AWS']",4,Devoted Health,0,0,MA,Missing,missing,Not Listed,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Linux', 'Data Mining', 'R', 'Python', 'SQL']",5,Caris Life Sciences,44,3,AZ,Missing,missing,Not Listed,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist (Corporate),80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Customer Service', 'Teradata']",6,MGM Resorts International,1296,4,NV,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Senior Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7,ADT Corporation,3947,3,FL,$1B to $5B (USD),"10,000+",Not Listed,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sr Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Mining', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'R', 'Marketing', 'SAS', 'Oracle', 'Microsoft Office', 'Minitab', 'Teradata', 'STATA', 'SPSS', 'MATLAB', 'Python']",15,T-Mobile,8595,4,WA,More than $10B (USD),"10,000+",Telecommunications,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL']",3,OM Partners,0,0,GA,Missing,missing,Not Listed,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist - IS&T,80000-99999,data_scientist,"['Linux', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'Natural Language Processing', 'Python']",8,Thomas Jefferson University and Hospitals,663,4,PA,$1B to $5B (USD),"10,000+",Education and Schools,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Science Development Program- Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4,MassMutual Financial Group,845,4,MA,More than $10B (USD),"Less than 10,000",Banks and Financial Services,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Hive', 'Hadoop', 'R', 'Python', 'SQL']",6,FourthWall Media,0,0,VA,Missing,missing,Not Listed,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SAS', 'Data Science', 'Python', 'SQL']",7,Catalina Marketing,81,3,IL,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Hive', 'Machine Learning', 'R', 'Python', 'SQL']",5,Adobe,484,4,UT,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Check and Deposit Fraud Data Scientist,80000-99999,data_scientist,"['AI', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']",12,BB&T,2153,4,NC,Less than $1B (USD),"10,000+",Banks and Financial Services,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11,Hearts and Science,0,0,NY,Missing,missing,Not Listed,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Bioinformatics Developer",80000-99999,data_scientist,"['R', 'Bioinformatics', 'SQL', 'Software Development', 'NoSQL', 'Python']",6,AbbVie,649,4,MA,More than $10B (USD),"10,000+",Pharmaceuticals,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Certified Internal Auditor', 'UI']",2,usajobs.gov,502,4,DC,Missing,"10,000+",Government,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Geospatial Data Scientist 2,80000-99999,data_scientist,"['NoSQL', 'Project Management', 'Python', 'SQL']",4,National Renewable Energy Laboratory,78,4,CO,Missing,missing,Government,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Data Mining', '""Drivers License""', 'SQL']",3,Sandhills Publishing,33,4,NE,Missing,"Less than 10,000","Media, News and Publishing",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['Time Management', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Python']",7,Southern Methodist University,126,4,TX,Missing,missing,Education and Schools,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,80000-99999,data_scientist,"['XML', 'R', 'JSON', 'Git', 'REST', 'PostgreSQL', 'Data Analysis', 'Python']",8,Energy Sense Finance,0,0,FL,Missing,missing,Not Listed,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Data Scientist, Consumer Revenue",80000-99999,data_scientist,"['JavaScript', 'Google Analytics', 'Marketing', 'Python', 'SQL', 'Tableau']",6,New York Media LLC,2,2,NY,Missing,missing,Not Listed,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Bioinformatics),80000-99999,data_scientist,"['Linux', 'Perl', 'R', 'Bioinformatics', 'MySQL', 'Design Experience', 'Software Development', 'Cell Biology', 'Statistical Software', 'Oracle', 'Java', 'Python']",12,ESAC Inc,2,4,MD,Missing,missing,Not Listed,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Node.js', 'JavaScript', 'AI', 'Machine Learning', 'R', 'Python', 'SQL']",7,Aunalytics,0,0,IN,Missing,missing,Not Listed,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist - Intern/Coop,80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Excel', 'Tableau', 'Java', 'MySQL', 'NoSQL', 'Python', 'DB2']",10,IBM,23472,4,USA,Missing,"10,000+",Consulting and Business Services,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,80000-99999,data_scientist,"['Project Management', 'R', 'SAS', 'Python', 'Tableau']",5,U.S. Bank,5986,4,MN,More than $10B (USD),"10,000+",Banks and Financial Services,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
